Latent,Structure,platform,lval,op,rval,Estimate,Std. Error,z-value,p-value
Valence X,Helpfulness ~ Systematic,amazon,Is_Photo,~,Heuristic,0.48647516769069765,0.013398340475724638,36.30861363284458,0.0
Valence X,Helpfulness ~ Systematic,amazon,Flesch_Reading_Ease,~,Systematic,1.0,-,-,-
Valence X,Helpfulness ~ Systematic,amazon,Depth,~,Systematic,-3.4204430280809204,0.06247304662448949,-54.75069990720371,0.0
Valence X,Helpfulness ~ Systematic,amazon,Breadth,~,Systematic,5.024917941385652,0.09698898549686724,51.80916075770427,0.0
Valence X,Helpfulness ~ Systematic,amazon,Arousal,~,Systematic,0.11851883757504622,0.018256924120186365,6.491719896973788,8.486189528866817e-11
Valence X,Helpfulness ~ Systematic,amazon,Helpfulness,~,Systematic,-0.24470637207708845,0.007076261544905845,-34.58130687928991,0.0
Valence X,Helpfulness ~ Systematic,amazon,Heuristic,~~,Heuristic,0.10531273026456586,0.0028265642719985814,37.25821176988276,0.0
Valence X,Helpfulness ~ Systematic,amazon,Heuristic,~~,Systematic,-0.02936003541788504,0.0008082976319372558,-36.323297534837785,0.0
Valence X,Helpfulness ~ Systematic,amazon,Systematic,~~,Systematic,0.03647128790422753,0.0013334409423231578,27.351258476685874,0.0
Valence X,Helpfulness ~ Systematic,amazon,Arousal,~~,Arousal,0.9993630166818926,0.004713146968889747,212.03731245097802,0.0
Valence X,Helpfulness ~ Systematic,amazon,Breadth,~~,Breadth,0.07918195798707818,0.0073474783524833075,10.776752809287206,0.0
Valence X,Helpfulness ~ Systematic,amazon,Depth,~~,Depth,0.5734236325158879,0.0043505506177269025,131.80484098899836,0.0
Valence X,Helpfulness ~ Systematic,amazon,Deviation_Of_Star_Ratings,~~,Deviation_Of_Star_Ratings,0.9737836799481143,0.004653615510200092,209.25314470103078,0.0
Valence X,Helpfulness ~ Systematic,amazon,Flesch_Reading_Ease,~~,Flesch_Reading_Ease,0.9632738667407013,0.004563163484830021,211.09782056504284,0.0
Valence X,Helpfulness ~ Systematic,amazon,Helpfulness,~~,Helpfulness,0.09443427931630542,0.00044641138598739983,211.54092854484216,0.0
Valence X,Helpfulness ~ Systematic,amazon,Is_Photo,~~,Is_Photo,0.9750312696274164,0.004656250020404238,209.4026878164427,0.0
Valence X,Helpfulness ~ Systematic,amazon,Text_Length,~~,Text_Length,0.3369866840639036,0.011114039210922341,30.3208111504959,0.0
Valence X,Helpfulness ~ Systematic,amazon,Title_Length,~~,Title_Length,0.8942993093429839,0.0046195996724587365,193.58805363180176,0.0
Valence X,Helpfulness ~ Heuristic,amazon,Title_Length,~,Heuristic,1.0,-,-,-
Valence X,Helpfulness ~ Heuristic,amazon,Text_Length,~,Heuristic,2.767770924764067,0.04194747606217133,65.9818226154038,0.0
Valence X,Helpfulness ~ Heuristic,amazon,Deviation_Of_Star_Ratings,~,Heuristic,0.5503564343852437,0.013817612549650672,39.83006705158536,0.0
Valence X,Helpfulness ~ Heuristic,amazon,Is_Photo,~,Heuristic,0.5182452412926605,0.013658162167964906,37.94399531074949,0.0
Valence X,Helpfulness ~ Heuristic,amazon,Flesch_Reading_Ease,~,Systematic,1.0,-,-,-
Valence X,Helpfulness ~ Heuristic,amazon,Depth,~,Systematic,-3.511325999429996,0.0659837715542403,-53.214993879068935,0.0
Valence X,Helpfulness ~ Heuristic,amazon,Breadth,~,Systematic,5.588659624942607,0.11455194266092213,48.787122200419184,0.0
Valence X,Helpfulness ~ Heuristic,amazon,Arousal,~,Systematic,0.17504360531160898,0.018900644469549102,9.261250619488724,0.0
Valence X,Helpfulness ~ Heuristic,amazon,Helpfulness,~,Heuristic,0.42412783180005514,0.006141168995921748,69.0630451649594,0.0
Valence X,Helpfulness ~ Heuristic,amazon,Heuristic,~~,Heuristic,0.09519551357965172,0.0024070760100362754,39.54819587881186,0.0
Valence X,Helpfulness ~ Heuristic,amazon,Heuristic,~~,Systematic,-0.023627466747906924,0.0006302385869337426,-37.48971770416396,0.0
Valence X,Helpfulness ~ Heuristic,amazon,Systematic,~~,Systematic,0.032022100545288916,0.0012196307490856073,26.255570010055294,0.0
Valence X,Helpfulness ~ Heuristic,amazon,Arousal,~~,Arousal,0.999056545029148,0.004711517471617296,212.04559907408384,0.0
Valence X,Helpfulness ~ Heuristic,amazon,Breadth,~~,Breadth,4.033797308888337e-18,0.00916928345599524,4.3992503098057845e-16,0.9999999999999996
Valence X,Helpfulness ~ Heuristic,amazon,Depth,~~,Depth,0.6050901731397043,0.0046091790506887715,131.27938106852312,0.0
Valence X,Helpfulness ~ Heuristic,amazon,Deviation_Of_Star_Ratings,~~,Deviation_Of_Star_Ratings,0.9712051855728369,0.004626683502202752,209.913901588586,0.0
Valence X,Helpfulness ~ Heuristic,amazon,Flesch_Reading_Ease,~~,Flesch_Reading_Ease,0.967808136367708,0.0045735746669081775,211.60868831083405,0.0
Valence X,Helpfulness ~ Heuristic,amazon,Helpfulness,~~,Helpfulness,0.07943538991188147,0.0004253708975413287,186.74382799641285,0.0
Valence X,Helpfulness ~ Heuristic,amazon,Is_Photo,~~,Is_Photo,0.974456469437585,0.004636193740289172,210.18458757649347,0.0
Valence X,Helpfulness ~ Heuristic,amazon,Text_Length,~~,Text_Length,0.2707591427853029,0.007971764970155679,33.96476737146586,0.0
Valence X,Helpfulness ~ Heuristic,amazon,Title_Length,~~,Title_Length,0.9048310852063058,0.004468739490660931,202.48015953823258,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,audible,Title_Length,~,Heuristic,1.0,-,-,-
Valence O,Helpfulness ~ Heuristic + Systematic,audible,Text_Length,~,Heuristic,3.5393152917978226,0.07185326186756011,49.25754516576058,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,audible,Deviation_Of_Star_Ratings,~,Heuristic,0.5965431397422746,0.02035265669054676,29.310332738528526,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,audible,Valence_abs,~,Heuristic,-0.3296167090643351,0.007277794518773223,-45.29074133225267,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,audible,Flesch_Reading_Ease,~,Systematic,1.0,-,-,-
Valence O,Helpfulness ~ Heuristic + Systematic,audible,Depth,~,Systematic,-4.091909632828625,0.10140888991167996,-40.350600784132844,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,audible,Breadth,~,Systematic,5.483722050615568,0.1373031859476439,39.9387822848238,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,audible,Arousal,~,Systematic,-0.2842665893366881,0.02543280928504023,-11.177160420603581,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,audible,Helpfulness,~,Heuristic,0.465367139428778,0.01419762046539246,32.7778264343916,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,audible,Helpfulness,~,Systematic,0.22782754385864148,0.017878853164050204,12.742849989058668,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,audible,Heuristic,~~,Heuristic,0.04957848873293779,0.0017634370746019306,28.114691144289736,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,audible,Heuristic,~~,Systematic,-0.021610403195062345,0.0006983300707579285,-30.94582929911895,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,audible,Systematic,~~,Systematic,0.023271877462513732,0.0011368150452551247,20.471120204799824,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,audible,Arousal,~~,Arousal,0.9982807737842352,0.0046323027858652015,215.5042145808861,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,audible,Breadth,~~,Breadth,0.30016769871877447,0.0057268143759791786,52.41442780569205,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,audible,Depth,~~,Depth,0.6103725718009785,0.004205281814475485,145.14427298422675,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,audible,Deviation_Of_Star_Ratings,~~,Deviation_Of_Star_Ratings,0.982506755802505,0.0045939602316411405,213.86923396105374,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,audible,Flesch_Reading_Ease,~~,Flesch_Reading_Ease,0.9766634533620004,0.004562761695963393,214.05094506951545,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,audible,Helpfulness,~~,Helpfulness,0.1357840556129902,0.0006711356815107122,202.31982764651008,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,audible,Text_Length,~~,Text_Length,0.37900239581667183,0.008676921163562244,43.67936375457351,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,audible,Title_Length,~~,Title_Length,0.9503430343332175,0.0045227207586609084,210.1264006412966,0.0
Valence O,Helpfulness ~ Heuristic + Systematic,audible,Valence_abs,~~,Valence_abs,0.06382193673923546,0.00030964308304243113,206.11452355412462,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",audible,Systematic,~,Heuristic,-0.44236963712791744,0.013599569619727256,-32.52820857313726,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",audible,Title_Length,~,Heuristic,1.0,-,-,-
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",audible,Text_Length,~,Heuristic,3.7347749788629008,0.0793276815355998,47.08034958944022,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",audible,Deviation_Of_Star_Ratings,~,Heuristic,0.5136965618740047,0.01969375909708797,26.08423101529045,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",audible,Valence_abs,~,Heuristic,-0.32430419162020774,0.00720778050161758,-44.99362758097771,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",audible,Flesch_Reading_Ease,~,Systematic,1.0,-,-,-
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",audible,Depth,~,Systematic,-4.127349726214184,0.10263231138042447,-40.214915465318036,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",audible,Breadth,~,Systematic,5.358663255992319,0.13413429153406828,39.94998739447132,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",audible,Arousal,~,Systematic,-0.2928876921425804,0.025570552401896953,-11.454101089712807,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",audible,Helpfulness,~,Systematic,-0.27860025077102946,0.011469196959521484,-24.291173281791995,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",audible,Heuristic,~~,Heuristic,0.04791296257327559,0.001730480222693425,27.687668380869017,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",audible,Systematic,~~,Systematic,0.014082109915007591,0.0007046378792674251,19.984889131511252,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",audible,Arousal,~~,Arousal,0.9978509799468852,0.004630669703094614,215.48740111274776,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",audible,Breadth,~~,Breadth,0.3261058248471786,0.005347638828680185,60.981273274710155,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",audible,Depth,~~,Depth,0.6002866583616343,0.004142948128522387,144.89359740809437,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",audible,Deviation_Of_Star_Ratings,~~,Deviation_Of_Star_Ratings,0.9872248946910988,0.0046027357308847505,214.48654717503084,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",audible,Flesch_Reading_Ease,~~,Flesch_Reading_Ease,0.976685303089156,0.004565004247093132,213.9505792348674,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",audible,Helpfulness,~~,Helpfulness,0.14135533531137995,0.0006582791810085058,214.73462806477366,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",audible,Text_Length,~~,Text_Length,0.33184709814177793,0.010068412422291912,32.95922775015597,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",audible,Title_Length,~~,Title_Length,0.952142950980439,0.004525635152208101,210.3888004108087,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Systematic",audible,Valence_abs,~~,Valence_abs,0.06419937253206681,0.0003107958927003591,206.56441681936107,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",audible,Heuristic,~,Systematic,-0.874862207172728,0.027943381272804248,-31.308387435305647,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",audible,Title_Length,~,Heuristic,1.0,-,-,-
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",audible,Text_Length,~,Heuristic,3.7745498483102846,0.07747239858858193,48.721220938393216,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",audible,Deviation_Of_Star_Ratings,~,Heuristic,0.5581171540205415,0.020053532193047743,27.831364002108366,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",audible,Valence_abs,~,Heuristic,-0.32774859992124,0.007256286316001122,-45.167539648117405,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",audible,Flesch_Reading_Ease,~,Systematic,1.0,-,-,-
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",audible,Depth,~,Systematic,-4.099721352886764,0.10159980480882075,-40.351665641098556,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",audible,Breadth,~,Systematic,5.456875854864418,0.13656062808484515,39.959364066735986,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",audible,Arousal,~,Systematic,-0.2913356023737903,0.025475499981949045,-11.435913036791566,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",audible,Helpfulness,~,Heuristic,0.3385114486041422,0.008821279230082007,38.374417103971524,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",audible,Heuristic,~~,Heuristic,0.02955797556935522,0.0010511806636725697,28.118834908899487,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",audible,Systematic,~~,Systematic,0.0233434229009217,0.001140136183710035,20.47424089680876,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",audible,Arousal,~~,Arousal,0.9980517085746368,0.0046314153749477446,215.4960476570084,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",audible,Breadth,~~,Breadth,0.3049495341517607,0.005673862349819506,53.746375096271976,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",audible,Depth,~~,Depth,0.6076148888526656,0.004202964013974345,144.56818728113103,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",audible,Deviation_Of_Star_Ratings,~~,Deviation_Of_Star_Ratings,0.9852529053731658,0.00459676181740275,214.3362967880538,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",audible,Flesch_Reading_Ease,~~,Flesch_Reading_Ease,0.9767507177093848,0.004563645204694877,214.0286270480707,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",audible,Helpfulness,~~,Helpfulness,0.13778708305122866,0.0006501800257467706,211.92143311546758,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",audible,Text_Length,~~,Text_Length,0.3248038571933476,0.00905789526475439,35.85864570783334,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",audible,Title_Length,~~,Title_Length,0.9527938472905741,0.004520254076774501,210.78325043172615,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic",audible,Valence_abs,~~,Valence_abs,0.06412117010097236,0.00030957424687754316,207.12695109683824,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",audible,Systematic,~,Heuristic,-0.43936963470329726,0.013502505173346821,-32.53986049478049,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",audible,Title_Length,~,Heuristic,1.0,-,-,-
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",audible,Text_Length,~,Heuristic,3.5480746807426575,0.07218583478660297,49.15195191940892,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",audible,Deviation_Of_Star_Ratings,~,Heuristic,0.6014620481842035,0.020451842597678002,29.408697298652285,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",audible,Valence_abs,~,Heuristic,-0.3306109085214529,0.007312184645814246,-45.21369802463791,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",audible,Flesch_Reading_Ease,~,Systematic,1.0,-,-,-
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",audible,Depth,~,Systematic,-4.060046356958605,0.10000584003273867,-40.59809262727936,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",audible,Breadth,~,Systematic,5.456034285540003,0.1358141139629727,40.17280771707807,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",audible,Arousal,~,Systematic,-0.2795833016559429,0.025237941026249117,-11.0778966221563,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",audible,Helpfulness,~,Heuristic,0.46685814151641114,0.0142432191209163,32.77757208677974,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",audible,Helpfulness,~,Systematic,0.22655380729418137,0.017741893982462564,12.769426280269455,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",audible,Heuristic,~~,Heuristic,0.04930814217153641,0.0017585573061152826,28.038973749693106,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",audible,Systematic,~~,Systematic,0.014034113635653237,0.0006942725928093266,20.21412592228512,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",audible,Arousal,~~,Arousal,0.9981224689984508,0.004631504565169904,215.5071758514672,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",audible,Breadth,~~,Breadth,0.2987275410304352,0.005742855621041135,52.017247287902556,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",audible,Depth,~~,Depth,0.6111138936886981,0.0042026255424467045,145.41240645187352,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",audible,Deviation_Of_Star_Ratings,~~,Deviation_Of_Star_Ratings,0.9822548083806626,0.0045932403339724185,213.84790186176068,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",audible,Flesch_Reading_Ease,~~,Flesch_Reading_Ease,0.9766220977472223,0.004562881655550588,214.0362541169918,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",audible,Helpfulness,~~,Helpfulness,0.13582543817019874,0.0006713845523331739,202.30646876797522,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",audible,Text_Length,~~,Text_Length,0.37894996370432527,0.00867563311765388,43.679805095668165,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",audible,Title_Length,~~,Title_Length,0.9504956582848131,0.004522760137547322,210.15831686137247,0.0
Valence O,"Systematic ~ Heuristic
Helpfulness ~ Heuristic + Systematic",audible,Valence_abs,~~,Valence_abs,0.06383289133348495,0.0003097091438819403,206.10592999382615,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",audible,Heuristic,~,Systematic,-0.9248140299667073,0.029334486048533136,-31.526512119731713,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",audible,Title_Length,~,Heuristic,1.0,-,-,-
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",audible,Text_Length,~,Heuristic,3.545242030957219,0.07206425185620918,49.195571168655086,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",audible,Deviation_Of_Star_Ratings,~,Heuristic,0.597872172324968,0.020393466190476054,29.31684916686028,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",audible,Valence_abs,~,Heuristic,-0.3302593037718713,0.0072976967971992435,-45.25527887831199,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",audible,Flesch_Reading_Ease,~,Systematic,1.0,-,-,-
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",audible,Depth,~,Systematic,-4.080923972762389,0.1009408562367349,-40.42886225525012,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",audible,Breadth,~,Systematic,5.473810942978974,0.13680545710052258,40.011641779149855,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",audible,Arousal,~,Systematic,-0.26969282920233306,0.02528579454767996,-10.665784248271223,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",audible,Helpfulness,~,Heuristic,0.4671120719558875,0.014232031039301074,32.82118136428726,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",audible,Helpfulness,~,Systematic,0.2288533643765599,0.01784684833074005,12.823180884523545,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",audible,Heuristic,~~,Heuristic,0.029447202677878894,0.0010543132841096692,27.930220641026835,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",audible,Systematic,~~,Systematic,0.023364927331577145,0.001139086628877946,20.51198453104547,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",audible,Arousal,~~,Arousal,0.9982474766184546,0.004631894253156983,215.51603336422414,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",audible,Breadth,~~,Breadth,0.29971100994499256,0.0057341040718366255,52.26814967743119,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",audible,Depth,~~,Depth,0.6106243697937829,0.004205322370655507,145.2027492373667,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",audible,Deviation_Of_Star_Ratings,~~,Deviation_Of_Star_Ratings,0.9824277788833746,0.004593642329121521,213.86684210073997,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",audible,Flesch_Reading_Ease,~~,Flesch_Reading_Ease,0.976741966589027,0.004563242418388589,214.04560109254436,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",audible,Helpfulness,~~,Helpfulness,0.13578994686216478,0.0006714087587120715,202.24631403438534,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",audible,Text_Length,~~,Text_Length,0.37885189874880654,0.008682855672189013,43.63217736287248,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",audible,Title_Length,~~,Title_Length,0.9505468097940526,0.0045232652454881075,210.14615725488645,0.0
Valence O,"Heuristic ~ Systematic
Helpfulness ~ Heuristic + Systematic",audible,Valence_abs,~~,Valence_abs,0.06383713897501975,0.0003097298307504413,206.10587819146613,0.0
Valence O,Helpfulness ~ Systematic,audible,Title_Length,~,Heuristic,1.0,-,-,-
Valence O,Helpfulness ~ Systematic,audible,Text_Length,~,Heuristic,3.744016366473417,0.07969353721385229,46.980175523889955,0.0
Valence O,Helpfulness ~ Systematic,audible,Deviation_Of_Star_Ratings,~,Heuristic,0.5149393276195682,0.019749661394486053,26.073324362779292,0.0
Valence O,Helpfulness ~ Systematic,audible,Valence_abs,~,Heuristic,-0.32466312907293665,0.007229285151610847,-44.90943740899264,0.0
Valence O,Helpfulness ~ Systematic,audible,Flesch_Reading_Ease,~,Systematic,1.0,-,-,-
Valence O,Helpfulness ~ Systematic,audible,Depth,~,Systematic,-4.132438042749533,0.10292724878235307,-40.149115920194426,0.0
Valence O,Helpfulness ~ Systematic,audible,Breadth,~,Systematic,5.37117190046832,0.13467102034295514,39.88365044498908,0.0
Valence O,Helpfulness ~ Systematic,audible,Arousal,~,Systematic,-0.2884876570095489,0.025586076312166115,-11.275181605750882,0.0
Valence O,Helpfulness ~ Systematic,audible,Helpfulness,~,Systematic,-0.2784262515201721,0.01148655427770254,-24.239318838758113,0.0
Valence O,Helpfulness ~ Systematic,audible,Heuristic,~~,Heuristic,0.04768236768100227,0.0017260999758974022,27.62433712948046,0.0
Valence O,Helpfulness ~ Systematic,audible,Heuristic,~~,Systematic,-0.021099852362217293,0.0006957537454092817,-30.326609768343477,0.0
Valence O,Helpfulness ~ Systematic,audible,Systematic,~~,Systematic,0.023371831569191974,0.0011465950062714682,20.383685103260223,0.0
Valence O,Helpfulness ~ Systematic,audible,Arousal,~~,Arousal,0.998020148962705,0.004631351181806249,215.49222021163598,0.0
Valence O,Helpfulness ~ Systematic,audible,Breadth,~~,Breadth,0.32557031812919013,0.005354389107811628,60.804381510750595,0.0
Valence O,Helpfulness ~ Systematic,audible,Depth,~~,Depth,0.6005907517572873,0.0041422798211851125,144.99038634248203,0.0
Valence O,Helpfulness ~ Systematic,audible,Deviation_Of_Star_Ratings,~~,Deviation_Of_Star_Ratings,0.9873689483920184,0.004603388830712795,214.48741014228972,0.0
Valence O,Helpfulness ~ Systematic,audible,Flesch_Reading_Ease,~~,Flesch_Reading_Ease,0.976719442579106,0.004564988762944297,213.95878349001433,0.0
Valence O,Helpfulness ~ Systematic,audible,Helpfulness,~~,Helpfulness,0.1413726620021729,0.0006583427257651069,214.74022003225366,0.0
Valence O,Helpfulness ~ Systematic,audible,Text_Length,~~,Text_Length,0.3313876197759938,0.010084214200316785,32.862017125015214,0.0
Valence O,Helpfulness ~ Systematic,audible,Title_Length,~~,Title_Length,0.952287703809837,0.004525680470828028,210.41867841482534,0.0
Valence O,Helpfulness ~ Systematic,audible,Valence_abs,~~,Valence_abs,0.06420708016493318,0.00031079537412383043,206.5895611842715,0.0
Valence O,Helpfulness ~ Heuristic,audible,Title_Length,~,Heuristic,1.0,-,-,-
Valence O,Helpfulness ~ Heuristic,audible,Text_Length,~,Heuristic,3.7836173579675276,0.07780923695045541,48.626840542442245,0.0
Valence O,Helpfulness ~ Heuristic,audible,Deviation_Of_Star_Ratings,~,Heuristic,0.5587689294290857,0.020110187762613876,27.78536610384551,0.0
Valence O,Helpfulness ~ Heuristic,audible,Valence_abs,~,Heuristic,-0.3286283100118071,0.007287033653193731,-45.09767974279624,0.0
Valence O,Helpfulness ~ Heuristic,audible,Flesch_Reading_Ease,~,Systematic,1.0,-,-,-
Valence O,Helpfulness ~ Heuristic,audible,Depth,~,Systematic,-4.108397324419181,0.10194717444432891,-40.299276039498146,0.0
Valence O,Helpfulness ~ Heuristic,audible,Breadth,~,Systematic,5.458164951122238,0.1367539907732469,39.91229009274443,0.0
Valence O,Helpfulness ~ Heuristic,audible,Arousal,~,Systematic,-0.2871744567235397,0.02548287119570327,-11.269313198926014,0.0
Valence O,Helpfulness ~ Heuristic,audible,Helpfulness,~,Heuristic,0.33972243100388055,0.008857947396153969,38.35227460405018,0.0
Valence O,Helpfulness ~ Heuristic,audible,Heuristic,~~,Heuristic,0.047174824197139004,0.0016979125548646117,27.78401280690019,0.0
Valence O,Helpfulness ~ Heuristic,audible,Heuristic,~~,Systematic,-0.020356459553556402,0.0006624986819748745,-30.726792485304347,0.0
Valence O,Helpfulness ~ Heuristic,audible,Systematic,~~,Systematic,0.02329093735733546,0.0011390730137220998,20.44727340241465,0.0
Valence O,Helpfulness ~ Heuristic,audible,Arousal,~~,Arousal,0.9979933022975519,0.004631065811227798,215.4997019611479,0.0
Valence O,Helpfulness ~ Heuristic,audible,Breadth,~~,Breadth,0.30581294958098904,0.005660967096543158,54.02132609350633,0.0
Valence O,Helpfulness ~ Heuristic,audible,Depth,~~,Depth,0.6071428699031298,0.004204057358973423,144.4183125767266,0.0
