,Unnamed: 0,product_name,Average_rating,Num_of_Rating,Review_Rating,review_title,Review_Text,Posted_Date,Helpfulness,has_images,price,time_lapsed,title_length,text_length,Deviation of star ratings,FOG Index,Flesch Reading Ease
490,490,"Mounting Dream TV Wall Mount for Most 26-55 Inch TVs, Full Motion TV Mount with Perfect Center Design, Articulating Mount Max VESA 400x400mm up to 77 LBS, Wall Mount TV Bracket MD2413-MX",4.7,59745,5,Great product,Love this perfect product,2021-05-11,0,0,37.99,692,2,4,0.3,1.6,75.88
491,491,"Cable Clips Management - Nightstand Accessories - Cord Organizer - Desk Cable Management - Wire Holder System - Adhesive Cord Clips - Home, Office, Cubicle, Car - Gift Idea - Black",4.3,20902,3,Not impressed,Too small and can?ôt hold much,2021-04-10,0,0,8.97,726,2,6,1.3,2.4,116.15
492,492,"Bluetooth Audio Adapter for Music Streaming Sound System, esinkin W29-us Wireless Audio Adapter Works with Smart Phones and Tablets, Wireless Adapter for Speakers",4.5,41802,5,"Cheap  and easy, good quality",I use this on a vintage receiver to listen to streaming inputs. It works like a charm. It has a nice heft and a decent rubber pad to keep it in place.,2020-02-10,0,0,23.99,1154,5,32,0.5,5.53,85.99
493,493,"Anker 2.4G Wireless Vertical Ergonomic Optical Mouse, 800 / 1200 /1600 DPI, 5 Buttons for Laptop, Desktop, PC, Macbook - Black",4.2,46398,5,Ergonomic feel in the hand.,I am using it for my personal computer,2021-08-18,0,0,19.99,602,5,8,0.8,13.2,63.36
494,494,"Panasonic Portable AM / FM Radio, Battery Operated Analog Radio, AC Powered, Silver (RF-2400D) 22.8 x 7.8 x 10.8",4.6,27618,5,Decent inexpensive radio,Good tuner.Doesnt sound bad.,2020-02-05,0,0,34.95,1154,3,4,0.4,1.6,75.88
495,495,Amazon Basics External Hard Drive Portable Carrying Case,4.8,74643,5,Perfect for razer kishi,[[VIDEOID:e887e204075e1b522b4548012005180a]] The slimmest case you can find for your razer kishi controller,2021-07-10,0,0,10.92,761,4,12,0.2,4.8,93.14
496,496,"Amazon Basics 3.5mm Aux Jack Audio Extension Cable, Male to Female, Adapter for Headphone or Smartphone, 6 Foot, Black",4.6,57765,5,Makes listening a little more comfortable,Does what it?ôs supposed to do.,2022-05-18,0,0,6.99,368,6,6,0.4,2.4,99.23
497,497,"Screen Cleaner Kit - Best for LED & LCD TV, Computer Monitor, Laptop, and iPad Screens ??Contains Over 1,572 Sprays in Each Large 16 Ounce Bottle ??Includes Premium Microfiber Cloth",4.7,38368,5,worth it,this thing is amazing not only for screen but also for glass cleaning,2020-10-09,0,0,19.99,894,2,13,0.3,5.2,83.66
498,498,"Bose Solo 5 TV Soundbar Sound System with Universal Remote Control, Black",4.5,18244,1,Aweful. Low sound quality. I would have returned but had for awhile before opening and using.,"Very disappointed in Bose. Sound quality is awful, very hard to connect to via Bluetooth and remote extremely hard to operate. I won?ôt buy anything Bose again.",2021-03-28,0,0,8.97,725,16,27,3.5,9.53,70.8
499,499,"sephia SP3060 Earbuds - HD Bass Driven Audio, Lightweight Aluminum in Ear Headphone, S/M/L Ear Bud Tips, Earphone Case, 3.5mm Tangle-Free Cord - for Music, Podcasts, and More (Without Mic)",4.3,33336,5,Work great,Does great with my desk top,2021-07-20,0,0,13.99,615,2,6,0.7,2.4,116.15
500,500,"Apple EarPods Headphones with 3.5mm Plug. Microphone with Built-in Remote to Control Music, Phone Calls, and Volume. Wired Earbuds",4.6,64529,4,Handy for travel,I keep these in my travel tech bag in case I'm on a plane with an entertainment system that only uses 3.5mm jacks for sound. I also have an adapter so I can use them with my iPhone when airpods are charging,2022-05-07,0,0,12.99,347,3,42,0.6,6.55,91.11
501,501,"NETGEAR Wi-Fi Range Extender EX2700 - Coverage Up to 800 Sq Ft and 10 devices with N300 Wireless Signal Booster & Repeater (Up to 300Mbps Speed), and Compact Wall Plug Design",3.9,110468,5,Works as expected,Works to extend WiFi to front yard.,2021-06-05,0,0,29.99,648,3,7,1.1,2.8,106.67
502,502,"Amazon Basics 2-Pack USB-A 3.0 Extension Cable, 4.8Gbps High-Speed, Male to Female Gold-Plated Connectors, 6 Foot, Black",4.7,85201,5,Just what I needed,"All of my USB 3.0 ports are on the back of my computer. I needed access to one for large file tranfers. This allows me to copy files much faster than using the USB 2.0 ports on the front of the computer.  As of yet, no issues with this adapter at all.",2021-05-19,0,0,16.14,691,4,52,0.3,4.25,96.48
503,503,"D-FantiX Battery Tester, Universal Battery Checker Small Battery Testers for AAA AA C D 9V 1.5V Button Cell Household Batteries Model BT-168",4.5,23236,5,works great,it did what it says,2021-02-24,0,0,7.99,785,2,5,0.5,2,117.16
504,504,"Mounting Dream TV Wall Mount for Most 26-55 Inch TVs, Full Motion TV Mount with Perfect Center Design, Articulating Mount Max VESA 400x400mm up to 77 LBS, Wall Mount TV Bracket MD2413-MX",4.7,59745,5,Good,Good price and easy to mount,2021-10-11,0,0,37.99,539,1,6,0.3,2.4,116.15
505,505,"Handsfree Call Car Charger,Wireless Bluetooth FM Transmitter Radio Receiver,Mp3 Audio Music Stereo Adapter,Dual USB Port Charger Compatible for All Smartphones,Samsung Galaxy,LG,HTC,etc.",4.3,45909,5,Good,Love this bluetooth ! Doesnt get in the way. I bought a different one and was hesitant to buy another one after the other product I bought was a piece of crap ... but I would buy this one again !,2020-06-22,0,0,16.99,1024,1,41,0.7,4.85,87.21
506,506,"Amazon Basics Full Motion Articulating TV Monitor Wall Mount for 26-55 Inch TVs and Flat Panels up to 80 Lbs, Black",4.7,27680,1,Do not waste your money on this!!!!,"I have mounted many tv?ôs. These are the worst directions in the history of directions. If you have never installed one of these before, DO NOT TRY THIS MOUNT! Besides the useless instructions is the crappy cover plate. Basically you have to not screw the bracket fully into the wall so you could snap the piece in. There is no way to tighten it fully after that. Wow what Garbage!!!",2020-09-23,2,0,26.89,960,7,70,3.7,5.71,78.25
507,507,"Logitech MK550 Wireless Wave Keyboard and Mouse Combo - Includes Keyboard and Mouse, Long Battery Life, Ergonomic Wave Design, Black",4.5,20592,5,Wireless keyboard and mouse.,I picked the right keyboard. Logitech makes terrific products.,2020-05-10,0,0,29.99,1180,4,9,0.5,6.24,66.91
508,508,"Amazon Basics USB Type-C to USB-A 2.0 Male Charger Cable, 6 Feet (1.8 Meters), White, Laptop",4.6,80815,5,Very Pleased,Great little product. Does its job well.,2020-01-15,0,0,7.82,1185,2,7,0.4,1.4,93.3
509,509,Apple Lightning to Digital AV Adapter,4.6,65632,5,Works wonderfully so far!,Product has been working fine for me after trying product more and more.,2020-07-27,0,0,19.99,995,4,13,0.4,5.2,75.2
510,510,Logitech K350 Wave Ergonomic Keyboard with Unifying Wireless Technology - Black,4.6,24205,3,Disappointed,"Disappointed as I've always had good luck with Logitech. They've got the ergonomics down pat. Very comfortable shape and layout for this style of keyboard. But, that's about it for the K350 model. Keys are sticky, clunky and loud. Basic typing is just plain frustrating. Keys will stick, characters will not appear, space bar does its own thing and the backspace/delete key will delete half your typing before you can get it unstuck. I thought initially that it would loosen up, but it just got worse over the 30 days I've used it. Also thought I may have a defective product. Kudos to Amazon online chat for taking the time to listen. They found these issues to be common and give me a refund. Now on to the hunt for a new keyboard.",2020-11-04,0,0,49.99,912,1,133,1.6,6.24,85.59
511,511,"Mounting Dream TV Wall Mount for Most 26-55 Inch TVs, Full Motion TV Mount with Perfect Center Design, Articulating Mount Max VESA 400x400mm up to 77 LBS, Wall Mount TV Bracket MD2413-MX",4.7,59745,5,Way easier to install than we thought,My husband was able to install it and put the TV up without my help! Wow! Love it!,2022-01-15,0,0,37.99,443,7,18,0.3,7.2,87.05
512,512,XRT112 Replacement Remote Control fit for Vizio Smart Internet LED TV with Netflix/iHeart APP Keys,4.6,27434,1,Before putting the items in market please test it first,This remote button never worked the only part as worked it on/off button the rest never worked i lost my money ?í∞,2021-05-17,0,0,6.44,669,10,22,3.6,8.4,75.54
513,513,"Amazon Basics HDMI to DVI Adapter Cable, Bi-Directional 1080p, Gold Plated, Black, 3 Feet, 1-Pack",4.7,81186,5,Works Well,"Using it in a dual head setup on an older 24"" LCD running 1920x1080 @ 59hz in a vertical (portrait) orientation. No artifacts, clear picture.",2021-01-20,0,0,8.54,794,2,25,0.3,9.8,59.3
514,514,"Apple Magic Mouse 2 (Wireless, Rechargable) - Silver",4.7,21988,3,Not very ergonomic and doesn't work well in a windows setting,"In terms of the ergonomics of this mouse, it definitely is not as comfortable as a regular mouse as it doesn't conform to the curvature of your hands when you are resting it on the mouse.  I mention this briefly if you look up my ""work from tech gear to increase productivity"" video under my username, wearefamilee007 on the popular video sharing website.  If you are only using it in a mac environment, it should be fine.  However, if you need to VPN into a Windows based workstation, it doesn't work as well.",2020-07-05,0,0,15.99,973,11,93,1.7,12.76,64.75
515,515,"HDMI Switch, GANA 4K HDMI Splitter 3 in 1 Out, 3-Port HDMI Switcher Selector with Pigtail HDMI Cable,Supports Full HD 4K 1080P 3D Player, HDMI Hub Compatible with Fire Stick,HDTV,PS4 Game Consoles,PC",4.2,45572,5,good stuff,thank you works great,2020-02-09,0,0,13.99,1141,2,4,0.8,1.6,118.18
516,516,"Anker 2-in-1 USB 3.0 SD Card Reader for SDXC, SDHC, MMC, RS-MMC, Micro SDXC, Micro SD, Micro SDHC and UHS-I Cards",4.6,38267,4,Works great but housing is a little flimsy,It served it?ôs purpose but be careful when pushing it in. The housing is a little flimsy and could break easily if you don?ôt take care to hold it properly and guide it in.,2021-03-15,0,0,11.99,776,8,34,0.6,9.15,79.6
517,517,Sony MDREX15LP/P In-Ear Headphone (Pink),4.3,33087,5,Inexpensive and work well!,"I break headphones all the time, regardless of their quality, because I get them caught on things while I work. These are great because they are inexpensive and the sound quality is just as good as my expensive iPhone ones.",2021-06-09,0,0,19.99,807,4,40,0.7,12,68.1
518,518,NETGEAR Nighthawk Smart Wi-Fi Router (R7000) - AC1900 Wireless Speed (Up to 1900 Mbps) | Up to 1800 Sq Ft Coverage & 30 Devices | 4 x 1G Ethernet and 2 USB ports | Armor Security,4.3,22198,1,Buyer beware - DO NOT BUY IT USED,"So I get this router, and first thing I noticed is it had scratches ALL OVER IT. Like it had lived in a box with other devices until my order came over. Pull out the antenna, and one of them is loose and won't stay upright. That's my bad. I bought it used, sight unseen. Won't do that again.I decided to go ahead and try top set it up, because it's not here to win a beauty contest, it's to keep my kid from looking at porn. I install the Nighthawk app, set it all up, connect, and all is good for about one minute. I go to do the parental settings, and discover you have to use a third party app for $5 a month to do that. If it works I'll pay it, and there's a free trial so I have nothing to lose at this point. I sign up for the free trial of ""Circle"", set it all up, and get to the part where I assign some controls. I set a blanket level control of ""teen"" for the internet, and tested it out. It didn't work the first time I searched for nefarious things , but the second time it did. Then I realize that the modem has two networks it's serving up for me. The one I set up with a password, and the other is the same thing but with -5G on the end. Problem is, the ""5G"" one had no security, and you could search and find anything you wanted on it. So I go back into the ""Nighthawk"" app to try and check out the settings, and it WILL NOT CONNECT to either network. Keeps saying ""looks like you're not connected to the network"", although I can clearly use it to search and find whatever.So yeah, this thing is going back.",2020-05-19,1,0,175.99,1064,8,309,3.3,7.52,88.87
519,519,Logitech K350 Wave Ergonomic Keyboard with Unifying Wireless Technology - Black,4.6,24205,2,"Gaming for 2nd day, delay and keys stop working","Playing some games that use WSDA keys, W and D both skip, impossible to win games like that. Good design,  but overall the keyboard sucks.Update- HUGE delay in typing.",2022-03-09,0,0,49.99,422,9,29,2.6,3.88,78.55
520,520,"Mounting Dream TV Wall Mount for Most 26-55 Inch TVs, Full Motion TV Mount with Perfect Center Design, Articulating Mount Max VESA 400x400mm up to 77 LBS, Wall Mount TV Bracket MD2413-MX",4.7,59745,4,Works as expected,Works as expected. Only issues was 2 screws required for locking TV on to bracket were missing. Lucky to have correct size available.,2021-03-06,0,0,37.99,758,3,23,0.7,4.82,80.58
521,521,"Mounting Dream UL Listed TV Mount for Most 37-70 Inch TV, Universal Tilt TV Wall Mount Fit 16"", 18"", 24"" Stud with Loading Capacity 132lbs, Max Vesa 600 x 400mm, Low Profile Flat Wall Mount Bracket",4.7,100244,5,Adjusting isn?ôt the easiest but overall good product,We purchased this mount for an outdoor TV. Originally we purchased a different product but I just did not seem sturdy enough. We did not fit into brick. We had to buy masonry screws instead of using what they sent. Ultimately I?ôm glad that we got this sturdier product than the cheaper one that we had originally looked at. my one complaint is it?ôs not super easy to pull the TV in and out to adjust. you have to use a little bit of strength to do so.,2020-08-06,0,0,28.49,969,8,88,0.3,6.4,84.07
522,522,"amFilm Screen Protector for iPad Mini 5/iPad Mini 4, Tempered Glass, 1 Pack",4.6,19847,4,Good,so good so far,2020-09-10,0,0,6.36,1066,1,4,0.6,1.6,118.18
523,523,"amFilm Screen Protector for iPad Mini 5/iPad Mini 4, Tempered Glass, 1 Pack",4.6,19847,5,screen saver,fits great.,2023-01-10,0,0,6.36,214,2,2,0.4,0.8,120.21
524,524,Apple Lightning to 3.5 mm Headphone Jack Adapter,4.7,223181,2,Both of mine broke within a week of using them.,Disappointing that they broke where they connect to the phone. Both of the lightning connectors literally bent off.,2020-04-28,0,0,9.99,1057,10,18,2.7,10.27,62.34
525,525,"Fintie Rotating Case for iPad 6th / 5th Generation (2018 2017 Model, 9.7 inch), iPad Air 2 / iPad Air 1-360 Degree Rotating Protective Stand Cover Auto Sleep Wake, Composition Book",4.5,25873,5,It's worth the price,"It works well, fits good! Used for a ipad",2020-05-24,0,0,13.99,1055,4,9,0.5,1.8,117.67
526,526,"Logitech Z623 400 Watt Home Speaker System, 2.1 Speaker System - Black",4.6,16085,5,Home Speaker System,You want a theater sound? Then this will give you that. I love this system. I can hook it to my Pc or my tv. I have it hooked to my PC.,2022-06-16,0,0,118,312,3,32,0.4,2.56,107.28
527,527,"Midland - WR120B - NOAA Emergency Weather Alert Radio - S.A.M.E. Localized Programming, Trilingual Display, 60+ Emergency Alerts, & Alarm Clock (WR120B - Box Packaging)",4.6,18908,4,It works and gives emergency info clearly.,Info comes in clearly when on voice. Reading the info is also clear. It works as I expected.,2021-07-08,0,0,39.99,778,7,18,0.6,4.62,82.31
528,528,"RCA to HDMI, GANA 1080P Mini RCA Composite CVBS AV to HDMI Video Audio Converter Adapter Supporting PAL/NTSC with USB Charge Cable for PC Laptop Xbox PS4 PS3 TV STB VHS VCR Camera DVD (Black)",4.4,18061,5,A+,A+,2020-06-30,0,0,6.99,988,1,1,0.6,0.4,121.22
529,529,"The Bose SoundLink Revolve, the Portable Bluetooth Speaker with 360 Wireless Surround Sound, Lux Gray",4.7,21202,5,"Great sound, great price","Before buying a mini bluetooth speaker, I have read thousand of review and almost gone with a much cheaper brand with the save of bucks but high recommend as well. But then get a great sale offered and why not go with this one. Then waiting a few weeks for the shipment but worthy.  Best sound I ever been through.Just not sure how long will it last....",2020-11-06,0,0,79.99,911,4,67,0.3,5.96,91.71
530,530,"Mounting Dream TV Wall Mount Swivel and Tilt for Most 26-55 Inch TV, TV Mount Perfect Center Design, Full Motion TV Mount Bracket with Articulation, up to VESA 400x400mm, 60 lbs, MD2377",4.8,44978,5,Very Happy with this!!,Perfect. Went up in minutes. Very sturdy!,2020-02-19,0,0,37.99,1166,4,7,0.2,2.8,81.29
531,531,"TOSLINK Cable, Optical Audio Cable ??35 feet Long Fiber Optic Cable for soundbars (TOSLINK to TOSLINK, Digital S/PDIF Cable, Stereo Systems/amplifiers/amps, Home Cinema, Xbox One/PS5) ??CableDirect",4.7,28915,3,Buy the more expensive ones,"The sound periodically cuts out briefly, unless it?ôs something i hooked in wrong",2020-02-14,0,0,8.99,1288,5,13,1.7,8.28,66.74
532,532,SABRENT 4 Port USB 2.0 Data Hub with Individual LED lit Power Switches [Charging NOT Supported] for Mac & PC (HB-UMLS),4.6,119789,5,SO convenient in our Shelter In Place home office,"I can plug in keyboard, trackball, camera plus one other thing - this means when I switch from work laptop to personal laptop I have only ONE thing to swap out!  This saves endless untangling of cords!  It seems to handle all my devices quite happily, nothing has failed, charged devices seem to be just fine.  Overall entirely happy",2020-05-22,0,0,7.95,1035,9,59,0.4,7.87,73.68
533,533,"Mounting Dream TV Wall Mount for Most 26-55 Inch TVs, Full Motion TV Mount with Perfect Center Design, Articulating Mount Max VESA 400x400mm up to 77 LBS, Wall Mount TV Bracket MD2413-MX",4.7,59745,5,Love this!,"It was easy to install, is very sturdy and has great range of motion.",2022-11-17,0,0,37.99,137,2,14,0.3,5.6,91.11
534,534,1byone Amplified HD Digital TV Antenna - Support 4K 1080p and All Older TV's - Indoor Smart Switch Amplifier Signal Booster - Coax HDTV Cable/AC Adapter,4,16453,2,Poor Quality,Not any better than the first 3 digital antennas I've bought. My search continues.,2023-01-18,0,0,17.99,99,2,14,2,11.37,72.83
535,535,NB North Bayou Monitor Desk Mount Stand Full Motion Swivel Monitor Arm with Gas Spring for 17-30''Computer Monitors(Within 4.4lbs to 19.8lbs) F80,4.5,17206,4,Almost perfect.,"I mean I can lift my monitor up and down, but my monitor is so heavy you can't really tilt it up.  Which is a weird situation.  Cause it's strong enough to hold my monitor straight and maintain my monitor, but not strong enough to tilt it upward.  How does this happen.  I tried tightening the joint... I mean.. it wil stay straight.  It's strong enough for that, but someone angling up is a difficulty for a 28 inch monitor for this arm.",2022-05-19,0,0,27.9,415,2,83,0.5,6.69,84.78
536,536,"Amazon Basics 3.5mm Aux Jack Audio Extension Cable, Male to Female, Adapter for Headphone or Smartphone, 6 Foot, Black",4.6,57765,5,Size doesn?ôt matter,Longer then I expected but it?ôs perfect for recording like I need it,2020-02-16,0,0,6.99,1190,3,13,0.4,8.28,83.66
537,537,1byone Amplified HD Digital TV Antenna - Support 4K 1080p and All Older TV's - Indoor Smart Switch Amplifier Signal Booster - Coax HDTV Cable/AC Adapter,4,16453,5,More channels than ever before!,"I live in a very remote area, but this gives me more channels than we've ever had from an antenna , pulls more channels from surounding areas! great product and great value!",2020-05-08,0,0,17.99,1084,5,32,1,7.49,81.12
538,538,NB North Bayou Monitor Desk Mount Stand Full Motion Swivel Monitor Arm with Gas Spring for 17-30''Computer Monitors(Within 4.4lbs to 19.8lbs) F80,4.5,17206,4,WORTH EVERY PENNY!,"For starters,bit came shipped pretty  well with easy to assemble instructions. Holds my 23"" gaming monitor perfect with nice ease of motion",2020-07-25,0,0,27.9,1078,3,22,0.5,9.85,68.77
539,539,"JETech Case for iPad Air 1st Edition (NOT for iPad Air 2/3/4/5), 9.7 Inch, Smart Cover with Auto Wake/Sleep (Dark Grey)",4.6,46314,5,Very good product!,A very good product works well and I am very happy with it!,2021-05-01,0,0,9.99,784,3,13,0.4,5.2,92.12
540,540,"Fintie Rotating Case for iPad 6th / 5th Generation (2018 2017 Model, 9.7 inch), iPad Air 2 / iPad Air 1-360 Degree Rotating Protective Stand Cover Auto Sleep Wake, Composition Book",4.5,25873,5,Nice durable cover,This cover met all expectations! Love the color.,2022-01-13,0,0,13.99,456,3,8,0.5,6.6,67.42
541,541,"Sony ZX Series Wired On-Ear Headphones with Mic, White MDR-ZX110AP",4.5,104579,3,Not fancy but fine for traveling.,The earphone are $10. They are perfect when traveling eithout a huge investment. I like them. If looking for bells and whistles these aren?ôt it. Fits in my purse. All good.,2021-07-10,0,0,36.99,629,6,31,1.5,5.06,90.56
542,542,"Logitech M510 Wireless Computer Mouse ??Comfortable Shape with USB Unifying Receiver, with Back/Forward Buttons and Side-to-Side Scrolling, Dark Gray",4.6,28251,5,I love my mouse,Well so far so good hooked up easy to my computer and have had no issues with it.,2020-09-03,0,0,13.99,953,4,18,0.4,9.42,87.05
543,543,"sephia SP3060 Earbuds - HD Bass Driven Audio, Lightweight Aluminum in Ear Headphone, S/M/L Ear Bud Tips, Earphone Case, 3.5mm Tangle-Free Cord - for Music, Podcasts, and More (Without Mic)",4.3,33336,4,Ok ear buds,no real issues. seem good quality and sound. Only minor issue.  Would like buds to be curved better to fit ear without falling out. they do  come with several size ear inserts to better customize fit.,2020-12-31,0,0,13.99,816,3,36,0.3,5.1,81.09
544,544,"Mounting Dream TV Wall Mount Swivel and Tilt for Most 26-55 Inch TV, TV Mount Perfect Center Design, Full Motion TV Mount Bracket with Articulation, up to VESA 400x400mm, 60 lbs, MD2377",4.8,44978,5,Great price good value,Great price and easy to put up,2021-01-20,0,0,37.99,830,4,7,0.2,2.8,115.13
545,545,SAMSUNG TV Remote Control BN59-01199F by Samsung,4.7,23674,5,Same as original.,It works just like the one I replaced.,2021-05-14,0,0,5.99,686,3,8,0.3,3.2,105.66
546,546,"fire-Cable Plus Wireless Adapter, Powers Streaming TV Sticks Directly from TV USB Port (Eliminates AC Outlet and Cords)",4.1,19987,5,Did not fit,Did not fit,2021-04-18,0,0,9.99,797,3,3,0.9,1.2,119.19
547,547,"fire-Cable Plus Wireless Adapter, Powers Streaming TV Sticks Directly from TV USB Port (Eliminates AC Outlet and Cords)",4.1,19987,1,"Nice idea, but doesn't work","This is designed to power a device such as the Amazon Fire Stick.  The only problem I encountered is that the TV must be powered up first to energize the accessory.  It negated the advantage of controlling the TV and device with one remote.  All 3 of the TVs in my home are LG's; perhaps it is different with other brands, but the USB port is dead until the TV is powered up.",2021-03-08,1,0,9.99,838,5,73,3.1,10.06,69.82
548,548,Logitech K350 Wave Ergonomic Keyboard with Unifying Wireless Technology - Black,4.6,24205,1,terrible responsiveness and bricked after firmware update,"This POS keyboard is terrible.  I had to move the USB receiver to a USB extender right next to the keyboard to get around the constant interference and sleep mode is a hassle.  When I type,  I need immediate input,  no delays,  no wake up.The final nail in the coffin is,  today as I was about to work on payroll,  a Logitech firmware update popped up.  I thought nothing of it.  It immediately crashed and both keyboard and mouse are bricked. I pulled out the receiver and tried another usb port,  nothing.  then tried a second receiver, and no luck. So now,  thanks to some $#!/head engineers who don't write fault tolerant code,  I have to buy a new keyboard/ mouse asap to get payroll done.  Thanks for wasting my time,  Logitech. I'll never trust you again.",2020-07-02,0,0,49.99,1037,7,137,3.6,6.6,76.82
549,549,"Handsfree Call Car Charger,Wireless Bluetooth FM Transmitter Radio Receiver,Mp3 Audio Music Stereo Adapter,Dual USB Port Charger Compatible for All Smartphones,Samsung Galaxy,LG,HTC,etc.",4.3,45909,5,Item is as expected,Work perfect for me.,2020-05-28,0,0,16.99,1049,4,4,0.7,1.6,92.8
550,550,Logitech K350 Wave Ergonomic Keyboard with Unifying Wireless Technology - Black,4.6,24205,1,Sucks,This keyboard sucks! Misses keystrokes all the time and becomes very slow. Constantly have to disconnect and reconnect bluetooth usb.,2021-02-02,0,0,49.99,822,1,20,3.6,8.68,64.67
551,551,"YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance",4.3,36643,3,I gave it a one star but after a year I see it is a good camera,"I have updated this review from a 1 star to a 3 star, I didn't think it's a good idea to buy a camera not knowing how much the subscription would cost that you must have in order for the camera to work they way it is described, and in order to  view recorded vides  more that 20 seconds long or so, it's important to know the cost per month or year, maybe some don't mind it, I know most vendors who sell security camera charge extra now a days, so other than the cost factor, the camera it self is a really good quality, and has a wide veiwing area, it dosn't really show clear details of a person but mine was sitting behind a glass enclosure, and sometimes it skips over movement, or do not record movement, like if you take a step in front of it then pause for a few seconds, it will only record the couple seconds that you took the first step, nothing eles will be recorded there are certain settings that may be able to change that but then you are kind of forced to buy the suscription to see the entire video... I just think customers would rather buy extra things to go with the thing they ALREADY  purchased because they WANT to, not because they have to not knowingly,  in order for the product to work as it was described by the vendor.  I would still recomend buying this camera it's a good product,  i have had it a year and it still works really good, but for me it's not really cost affective for what I need because of the subscription around $30 a year.",2020-03-28,3,0,57,1104,17,285,1.3,38.98,0.43
552,552,SAMSUNG TV Remote Control BN59-01199F by Samsung,4.7,23674,5,Perfect replacement,"Perfect replacement. Same as original and not need to program or anything, it just works",2021-04-05,0,0,5.99,725,2,15,0.3,11.33,64.71
553,553,"Panasonic Portable AM / FM Radio, Battery Operated Analog Radio, AC Powered, Silver (RF-2400D) 22.8 x 7.8 x 10.8",4.6,27618,5,value for money and has a Great  speaker,Get all my stations and has a great sound,2022-01-05,0,0,34.95,454,8,9,0.4,3.6,104.64
554,554,"Amazon Basics 5-Pack DisplayPort to HDMI Display Cable, Uni-Directional, 1920x1200, 1080p, Gold-Plated Plugs, 3 Foot, Black",4.6,52649,5,Just what I needed,This product works exactly as described and I have no issues.,2020-05-06,0,0,50.99,1174,4,11,0.4,8.04,68.77
555,555,"Cellet Car Cup Holder Phone Mount Compatible for Apple iPhone 14 13 Pro Max Mini 12 SE Galaxy S22 S21 S20 Note 20 0 LG Motorola Moto, Google Pixel (Fit for Tesla Model 3 and Y)- Extra Long Neck",4.3,21607,4,Works great ?ëç,I would recommend this.,2022-11-03,0,0,19.99,157,3,4,0.3,11.6,75.88
556,556,"Mounting Dream TV Wall Mount for 32-65 Inch TV, TV Mount with Swivel and Tilt, Full Motion TV Bracket with Articulating Dual Arms, Fits 16inch Studs, Max VESA 400X400 mm, 99lbs, MD2380",4.8,37316,5,Works great,Got three of these. Easy install and love the tilt/turn feature.,2021-09-12,0,0,39.99,584,2,11,0.2,2.2,91.27
557,557,"fire-Cable Plus Wireless Adapter, Powers Streaming TV Sticks Directly from TV USB Port (Eliminates AC Outlet and Cords)",4.1,19987,5,Know your distance from power source and HDMI input.,Easy to install.,2021-02-11,0,0,9.99,863,9,3,0.9,1.2,93.81
558,558,Apple Lightning to 3.5 mm Headphone Jack Adapter,4.7,223181,5,Good quality.,It works.,2020-04-15,0,0,9.99,1070,2,2,0.3,0.8,120.21
559,559,"NEEWER Ring Light Kit: 18""/48cm Outer 55W 5600K Dimmable LED Ring Light, Light Stand, Carrying Bag for Camera, Smartphone, YouTube, TikTok, Self Portrait Shooting, Black",4.7,60969,5,Beautiful pictures,Love ?íï it thank you light is very bright as I want it to be,2020-03-13,0,0,55.96,1130,2,15,0.3,5.6,108.03
560,560,"Mounting Dream TV Wall Mount for 32-65 Inch TV, TV Mount with Swivel and Tilt, Full Motion TV Bracket with Articulating Dual Arms, Fits 16inch Studs, Max VESA 400X400 mm, 99lbs, MD2380",4.8,37316,5,"If I could do it, you can too","I got tired of our tv being in front of the window, so while my husband was out of town I ordered this and mounted it before he got home. He was skeptical of hanging our tv ourselves because it is HEAVY- But this tv mount seems to be pretty strong- it?ôs been about a month now and haven?ôt had any issues!",2023-03-13,0,1,39.99,37,8,62,0.2,13.05,73.85
561,561,"Apple Magic Mouse 2 (Wireless, Rechargable) - Silver",4.7,21988,5,Best mouse out there,This is the best mouse! Pricey but battery is amazing and it?ôs beautiful!!,2020-08-30,0,0,15.99,917,4,13,0.3,2.6,90.26
562,562,"Fujifilm Instax Mini Instant Film, 10 Sheets√ó5 Pack(Total 50 Shoots)",4.8,50332,1,Won?ôt order again,This item is not as pictured. It did not come as a set like shown. But instead came as a broken up package.,2020-08-01,1,0,51,1111,3,23,3.8,3.08,97.5
563,563,"Amazon Basics Full Motion Articulating TV Monitor Wall Mount for 26-55 Inch TVs and Flat Panels up to 80 Lbs, Black",4.7,27680,5,It will last and tv will won't fall,Well our tv is still hanging and we bought it in 2021 so It works.  I was scared it was not going to hold our tv when we first bought it but it really has. It is very sturdy and it was easy to install.,2023-02-11,0,0,26.89,89,8,45,0.3,6,98.55
564,564,Apple Lightning to Digital AV Adapter,4.6,65632,5,A bigger screen is possible,I was hoping it would work and it does. Now if I ever wanted to take my apps to a bigger screen I can. Just what I wanted.,2020-10-04,0,0,19.99,926,5,28,0.4,3.72,95.88
565,565,"fire-Cable Plus Wireless Adapter, Powers Streaming TV Sticks Directly from TV USB Port (Eliminates AC Outlet and Cords)",4.1,19987,5,Cable,Works great easy to use.,2021-07-06,0,0,9.99,718,1,5,0.9,2,117.16
