X,Unnamed..0,Hotel_Name,Review_Text,Posted_Date,Rating,Average_Rating,Num_of_Ratings,Helpfulness,is_photo,review_title,hotel_grade,employee_friendliness_score,facility_score,cleanliness_score,comfort_score,value_for_money_score,location_score,Crawled_date,title_length,text_length,time_lapsed,Deviation.of.star.ratings,FOG.Index,Flesch.Reading.Ease,Depth,Breadth,sentiment_score_continuous,sentiment_score_discrete,valence,arousal
414,414,cityinnwestminster,Nice quiet location not too far from sitesCould have done with somewhere to hang damp towels,2023-04-23,8.0,8.3,7467,0,0,Very good,4,8.8,8.5,8.8,8.8,7.9,8.9,2024-12-02,2,16,589,0.300000000000001,8.9,80.62,3.29984981261353,0.0209661027817052,4.169,4,-0.31070634307621414,-0.006865073446331424
415,415,ace,"Location excellent  Good breakfast Comfy beds  Excellent bathroom shower with great water pressure  Cleanliness seems highly valued by hotel appearance and updates made  Nice staffPillows not comfy   No sheet, just comforter with duvet  No wash cloths  No toilet paper dispenserholder  No drawers to put clothes in for an extended 6 night stay  Many electrical outlets not working",2023-06-29,8.0,7.7,6277,0,0,Great overall stay,4,8.4,7.7,8.1,8.0,7.9,8.6,2024-12-02,3,57,522,0.3,28.41,13.62,3.28025654657285,0.0431967916480799,4.264,4,0.1270622794261767,-0.12239514389515757
416,416,point-a-london-liverpool-street,"Location was great, room was very clean Staff was nice and accommodatingThere was no mini fridge or proper sitting in the room All the plugs were also only on one side of the bed so unsure how two people are supposed to use the room Lighting is also done with touchscreens which are not very intuitive, there could be more instruction",2023-10-05,7.0,7.7,8323,1,0,Good,3,8.5,7.8,8.1,8.1,7.6,9.2,2024-12-02,1,61,424,0.7,27.02,26.48,3.31149560438794,0.004556479367588,3.909,4,0.2234681555002749,-0.19339357548415623
417,417,marlin-waterloo,"An excellent location just five minutes walk to the Houses of Parliament  Our room was very quiet with good sound insulation, the general feeling of the hotel was generally restful and calmOur prebooked breakfast experience was not good  Whilst the breakfast buffet is of good quality with a range of options to choose from, the breakfast room itself is of an inadequate size for the number of guests leading to queues, squashed seating and a lack of basics such as plates and cutlery  However, staff managed the difficult situation in a professional, friendly and good humoured way  This situation may be avoided by taking an early or late breakfast",2024-10-31,8.0,8.1,10695,0,0,Comfortable stay in a convenient location,4,8.5,8.2,8.2,8.2,7.6,9.3,2024-12-02,6,109,32,0.0999999999999996,47.64,-39.17,3.09795137165716,0.169581746724884,4.182,4,0.45329449394066773,-0.0006537639987946771
418,418,stgileshotel,"The room needs updating but for the price you pay it is excellent value for money
You have heating, air con, safe and fridge
Plenty of hanging spaceThe painting in the room was very slap dash paint on the doors and the enamal had chipped significantly on the basin the furniture was chipped the towels are for thin people but if you ask they do have bigger ones",2024-04-12,8.0,7.0,14989,0,0,Hotel is great value for money great location and staff very friendly and helpful,3,8.1,6.9,7.3,7.3,7.0,9.4,2024-12-02,14,68,234,1.0,29.55,27.84,3.2601095955969,0.0421259524671726,4.148,4,-0.13910199485958122,-0.10690735047210145
419,419,parkinternational,"Terrific location, very spaciousbeds were small and the iron had rust stains on it",2023-04-18,8.0,7.6,6120,0,0,Great stay for all tourist attractions,4,8.4,7.5,7.9,8.0,7.4,9.0,2024-12-02,6,14,594,0.4,14.17,74.19,3.31028907532641,0.0113522693190728,4.299,4,-0.2993004112510983,-0.15067771577488503
420,420,montcalm-chilworth-townhouse,Very clean accommodation and perfect location to the Passdington Train Station Breakfast had plenty of choices and well presentedIt would be helpful when finding the accommodation to have a larger sign as the entrance is not off the footpath but behind a high tree garden,2024-05-26,9.0,7.7,9205,0,0,All that we required and would recommend to others,5,8.6,7.8,8.2,8.3,7.4,9.1,2024-12-02,9,45,190,1.3,21.56,25.8,3.28046645688987,0.0447580639634465,4.432,4,0.1389549984420271,-0.06918899264943941
421,421,studios2let,Great location especially for St Pancras Nice to look out over a green space Staff very helpfulThe aircon didnt work but you could open a window Thelittle freezer didnt work,2023-04-19,7.0,7.6,11670,0,0,Great location,3,8.3,7.5,7.9,7.8,7.6,9.3,2024-12-02,2,30,593,0.6,16.0,49.49,3.2931252808473,0.0329043945032281,4.373,4,0.14118836361393602,0.030546544312587274
422,422,parkinternational,Location excellent close to tube station and London museums Comfortable room with all the necessary facilities and room rate was good having booked in advance Payed additional for breakfast 12 if you order on day of arrival and was very good selection and quality Staff very polite and helpfulNothing we didnt like only point was the room was a little stuffy even with air con as temp control only dropped to 17 I do sleep hot though and for me I would like the room a little cooler,2024-03-12,10.0,7.6,6120,0,0,Exceptional,4,8.4,7.5,7.9,8.0,7.4,9.0,2024-12-02,1,88,265,2.4,39.75,-0.93,3.30471808823462,0.0032848842314415,4.237,4,0.07842204104308831,0.016325825795163656
423,423,stgileshotel,"Its very centralIts very dated,I have been coming here for a long time it still looks the same",2023-12-12,5.0,7.0,14989,0,0,"It was ok for the one night,the staff were very friendly",3,8.1,6.9,7.3,7.3,7.0,9.4,2024-12-02,11,18,356,2.0,9.42,87.05,3.08172897786757,0.195850557271688,3.939,4,0.1501247054111377,0.02120197811086339
424,424,safestay,"Everything about the place , location , price was spot onNothing",2022-12-20,10.0,7.1,7703,0,0,Exceptional,4,7.5,7.3,7.5,7.4,7.7,8.2,2024-12-02,1,11,713,2.9,12.49,53.88,3.31166236480669,0.011889180997584,3.769,4,0.04373560261052646,0.0926789586038446
425,425,nyx-hotel-london-by-leonardo-hotels,"its modern theme, cleanliness and locationnone",2023-01-13,9.0,8.4,9394,1,0,A perfect city get away in this urban yet refined place in the heart of London,5,8.7,8.7,8.8,8.9,7.9,9.3,2024-12-02,16,6,689,0.6,15.73,31.55,3.31104930498877,0.0112686997132838,4.313,4,0.08734062173402662,-0.05750291896292378
426,426,nyx-hotel-london-by-leonardo-hotels,Staff were helpful and efficient Comfortable room and good foodNoisy Roadworks outside,2022-11-22,9.0,8.4,9394,0,0,Comfortable and well located hotel with good staff and facilities,5,8.7,8.7,8.8,8.9,7.9,9.3,2024-12-02,10,12,741,0.6,11.47,50.84,3.30136518665211,0.0222216948741094,4.342,4,0.3083103921599945,-0.3167003303650666
427,427,norfolktowershotel,"Good value for money, for Central London",2022-05-19,8.0,7.7,9382,0,0,Very good,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02,2,7,928,0.3,2.8,64.37,3.3011031793982,0.0216614355387579,4.246,4,0.1822064792494193,-0.20460570572303743
428,428,express-hammersmith,Location very good for our trip Good to have breakfast includedNot much,2022-09-04,8.0,8.0,8003,0,0,Would come back again,3,8.6,8.0,8.3,8.1,7.9,8.6,2024-12-02,4,12,820,0.0,11.47,67.76,3.289042798809,0.0284421320036333,4.239,4,0.40423427314912774,-0.030598899281860634
429,429,stgileshotel,"Breakfast ok, not more Location excellentOne of the elevators out of order Long wait for the elevator Had a room next to the elevator Loud people in the corridor disturbed Ventilation outside was also loud Breakfast room crowded Poor logistics in the breakfast room Why arent the cereals and musli next to the yoghurt Why arent the cheese next to the buns and rolls",2022-09-19,3.0,7.0,14989,0,0,Poor,3,8.1,6.9,7.3,7.3,7.0,9.4,2024-12-02,1,64,805,4.0,30.6,6.52,2.44083962792488,0.790300664354273,3.471,4,0.013965643170974443,-0.09488163331394456
430,430,crestfieldhotel,"The hotel is right at the train station, it is cleanThe rooms are tiny, but this is OK for just sleeping there",2022-08-10,7.0,7.8,6515,0,0,Good,2,8.6,7.6,8.4,8.1,7.9,9.4,2024-12-02,1,22,845,0.8,8.8,82.99,3.29937249322797,0.0245650549386604,3.955,4,0.25164184208434637,0.031703661313717935
431,431,royal-national,Excellent breakfast well run and friendly staffThe room was a little tired and could do with refurbishment but everything worked,2024-04-11,7.0,7.5,9767,0,0,Value for money,3,8.3,7.5,8.0,7.9,7.3,8.9,2024-12-02,3,20,235,0.5,12.0,59.64,3.31212677386061,0.0052525950954168,4.386,4,0.24807169285910874,-0.1588376605772995
432,432,blakemore,I liked afternoon drinks in the restaurant,2024-10-22,8.0,8.3,12340,0,0,Very good,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02,2,7,41,0.300000000000001,2.8,81.29,3.30957789063852,0.0118579733017364,4.193,4,0.47375317703076075,0.051742259680154785
433,433,milleniumgloucester,"The hotel location is great The beds were comfortable, shower was good Staff were friendlyThe breakfast is poor The quality of the food provided isnt great, the hot selection wasnt very warm, the fried eggs were in fact cold Its very basic, breakfast at the provided at Premier Inns is better We fortunately had vouchers for the breakfast for our stay but if we were to return then I wouldnt book it and would choose to find somewhere local to eat instead There is definitely room for improvement",2024-10-30,7.0,7.4,15320,0,0,"Great location, hotel clean Breakfast very disappointing",4,8.0,7.4,7.8,7.9,7.3,9.0,2024-12-02,7,88,33,0.4,38.84,-0.93,3.26466719086412,0.0552924079208418,3.265,4,0.33329924278092576,0.26756491407347327
434,434,stgileshotel,It was okRooms to small,2023-10-09,8.0,7.0,14989,0,0,It was ok,3,8.1,6.9,7.3,7.3,7.0,9.4,2024-12-02,3,5,420,1.0,2.0,100.24,3.31289727193467,0.0071667412924998,3.459,4,0.3143988142458419,-0.1865534329385527
435,435,windsorhousehotel,"The rooms are nicely furnished and modern
The shower was very goodThe room was very small, and the bathroom was tiny There was no window in the room so there was no natural light",2024-04-08,7.0,8.0,6335,0,0,A clean room and good location A place to sleep for two nights,4,8.2,8.1,8.5,8.6,7.7,9.1,2024-12-02,13,34,238,1.0,14.78,70.81,3.29708865259156,0.0316103772742891,4.086,4,0.2581796455469385,-0.35392766681576915
436,436,montcalm-chilworth-townhouse,"close to metro station, clean, price",2024-06-16,9.0,7.7,9205,0,0,Superb,5,8.6,7.8,8.2,8.3,7.4,9.1,2024-12-02,1,6,169,1.3,2.4,99.23,3.30893913935883,0.0145883051272139,4.45,5,0.14179148096404137,-0.15305400579473935
437,437,marlin-waterloo,"Location was great Good breakfast attentive and kind staff Good WiFi Clean cozy and practical lobbySofa bed was much too soft and the mattress had to be adjusted all the time
Too small TV in bedroom",2024-10-18,8.0,8.1,10695,0,0,"Overall, highly recommended",4,8.5,8.2,8.2,8.2,7.6,9.3,2024-12-02,3,36,45,0.0999999999999996,19.96,51.86,3.28423733850319,0.0396460584665429,3.987,4,0.1387192108987083,-0.09637430978684441
438,438,blakemore,The location itself looks nice from the exterior and main lobbyOur room reeked of sewerage and it smelt horrible,2023-06-05,5.0,8.3,12340,0,0,Passable,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02,1,19,546,3.3,18.13,52.19,3.30504719421369,0.017846790563092,1.933,1,-0.04957020524701777,-0.20909155071502883
439,439,thistletower,"staff was very friendly , room was clean with good and comfortable bed and nice view of river 
Break fast was goodRoom size, not spacious, hardly any space around a double bed",2022-11-12,8.0,7.7,20956,0,0,Overall a very good hotel on a nice location,4,8.4,7.6,8.1,8.2,7.4,9.5,2024-12-02,9,32,751,0.3,13.69,65.39,3.27936268479876,0.0450681131182206,4.18,4,0.08112544488581078,-0.1752138458437052
440,440,marlin-waterloo,Clean and modern,2024-09-03,8.0,8.1,10695,0,0,Very pleasant stay,4,8.5,8.2,8.2,8.2,7.6,9.3,2024-12-02,3,3,90,0.0999999999999996,1.2,93.81,3.31109663024143,0.0111486887946607,4.528,5,0.28182317343691704,-0.13681487054177127
441,441,stgileshotel,"cleanliness and location and good restaurantbar 
The staff was niceno AC but there was a fan that really helped",2022-09-23,9.0,7.0,14989,0,0,Id stay there again,3,8.1,6.9,7.3,7.3,7.0,9.4,2024-12-02,4,19,801,2.0,13.92,69.11,3.30126481343944,0.0214850916151415,4.205,4,0.08372976675262511,-0.0554961052219571
442,442,astorcourthotel,my room was towards the street  ver noisy,2022-10-30,7.0,7.9,7132,0,0,Good,3,8.8,7.8,8.0,8.0,7.5,8.9,2024-12-02,1,8,764,0.9,3.2,105.66,3.31172530904225,0.0099094720253665,1.833,1,-0.10384559749715981,-0.14497579970190025
443,443,montanahotel,Very nice old placeIt was great for the price,2023-09-11,8.0,7.8,6248,0,0,Nice night in Kensington after a hard days work,3,9.0,7.7,8.2,8.2,8.0,9.4,2024-12-16,9,9,462,0.2,3.6,104.64,3.3066991940822,0.0162552304912159,4.511,5,0.14965731296143578,-0.09172343014732862
444,444,windsorhousehotel,"Comfortable modern rooms,Had to walk outside to breakfast room in another building",2022-12-14,8.0,8.0,6335,0,0,Very good,4,8.2,8.1,8.5,8.6,7.7,9.1,2024-12-02,2,12,719,0.0,8.13,50.84,3.26600352426943,0.0329265491276695,4.22,4,0.3995499276866598,-0.3149477592952187
445,445,zedwell-trocaderor,"Great location, very quiet room even though its in the centre of PiccadillyCleanliness was not 100 percent We were not given fresh towels or extra toilet paper and had to ask for some on the 3rd day I asked for an extra pillow as i have back pain occasionally but was told there were none",2024-11-29,6.0,7.4,39497,0,0,Very convenient location and for that reason would stay again,0,8.1,7.2,7.9,7.9,7.5,9.6,2024-12-02,10,55,3,1.4,24.18,32.57,3.10688609141865,0.172865197101379,4.067,4,0.10751223493477113,-0.3609512326556107
446,446,park-plaza-county-hall,Great location and breakfast,2024-08-12,7.0,8.6,11045,0,0,Good,4,9.0,8.7,8.8,8.9,7.9,9.5,2024-12-02,1,4,112,1.6,11.6,50.5,3.30385531268554,0.0165663640032827,4.523,5,0.5331369666632653,-0.1360442904778945
447,447,marlin-waterloo,"Central, very clean, very easy to find",2024-11-09,9.0,8.1,10695,0,0,Excellent Perfect for what my partner and I wanted,4,8.5,8.2,8.2,8.2,7.6,9.3,2024-12-02,9,7,23,0.9,2.8,106.67,3.3037059552932,0.0206346933168603,4.454,5,0.28060606307634367,-0.1322378210646421
448,448,blakemore,"Staff very pleasant, special mention for Amy who was our Waitress at Dinner on the Friday night, she was first class   Rooms
clean and tidyDinner Menu poor and expensive for what you get  Beware 125 mandatory service charge  We refused to pay",2022-09-19,8.0,8.3,12340,0,0,Overall Pleasant stay and would stay again,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02,7,42,805,0.300000000000001,19.66,45.77,3.2237269808261,0.0726441523893558,3.814,4,0.1967473759991282,-0.13516051644005936
449,449,marlin-waterloo,"LocationThere were 2 people at the check in doing nothing, but we had to go through the check in screens ourselves Doing that, our personal data such as phone number, address, was displayed on a large computer screen towards the lobby so that everyone behind us could see it, in my opinion not at all gdpr compliant",2024-04-06,7.0,8.1,10695,1,0,Good,4,8.5,8.2,8.2,8.2,7.6,9.3,2024-12-02,1,57,240,1.1,25.61,30.54,2.84593908224716,0.412980610279824,3.036,4,0.040655662870631,-0.04239543338791281
450,450,cityinnwestminster,ComfortableNo restaurant,2024-01-19,9.0,8.3,7467,0,0,Great place in a good location,4,8.8,8.5,8.8,8.8,7.9,8.9,2024-12-02,6,2,318,0.699999999999999,20.8,-6.7,3.31243558017364,0.0071129878376082,4.294,4,0.22079792177872318,-0.05809905160627408
451,451,blakemore,"Good location, friendly helpful staff Big bedroom",2024-08-28,9.0,8.3,12340,0,0,Superb,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02,1,7,96,0.699999999999999,8.51,55.91,3.29836835458097,0.025620510472189,4.416,4,0.25675244545224546,-0.24764090640540962
452,452,radissonblugrafton,"Good sized room
Quiet  at the back in an annex 
Good hot water and powerful shower
Kept clean  serviced every day 
Pleasant reception 
Location a few steps from UndergroundRoom was nice but a bit featureless 
Nothing much",2023-10-02,8.0,7.9,9315,0,0,Very good,4,8.7,8.0,8.4,8.5,7.4,9.1,2024-12-02,2,37,427,0.0999999999999996,19.12,42.38,3.30897390391243,0.0009488694833313,4.113,4,0.3444363961960097,-0.23428987923736286
453,453,windsorhousehotel,"beautiful, excellent location and very clean staff were really helpful great locationna",2023-08-24,10.0,8.0,6335,0,0,Beautiful,4,8.2,8.1,8.5,8.6,7.7,9.1,2024-12-02,1,12,466,2.0,14.8,25.46,3.29827449119899,0.0280797411849906,4.85,5,0.47639232590518155,0.0979844645629303
454,454,the-clermont-victoria,interior decor was excellent Perfect locationRoom was a bit smaller than we had thought it would be,2022-06-02,9.0,8.7,6664,0,0,Superb,4,9.1,8.7,9.1,9.1,8.0,9.6,2024-12-02,1,17,914,0.300000000000001,13.86,54.22,3.30366136929699,0.021832849415098,4.353,4,0.4011132029181582,-0.20809744742247827
455,455,stgileshotel,Never had any problems,2022-08-29,9.0,7.0,14989,0,0,Enjoyed our stay but it was limited due to Heat and Train problems from edinburgh,3,8.1,6.9,7.3,7.3,7.0,9.4,2024-12-02,15,4,826,2.0,1.6,75.88,3.31577108600488,0.0025309124595887,3.911,5,0.008166226153871414,0.11271402667158326
456,456,marlin-waterloo,"Nice location room was ok,",2024-10-28,8.0,8.1,10695,0,0,Very good,4,8.5,8.2,8.2,8.2,7.6,9.3,2024-12-02,2,5,35,0.0999999999999996,10.0,83.32,3.30879930521601,0.013268507692902,3.92,4,0.43838584050668633,-0.21289701524321855
457,457,montcalm-chilworth-townhouse,"I was treated very poorly and had experienced an amount of racism at this hotel which I had called out i will be looking for a full refund, this was a horrible experienceThe property needs updating, it smelled like mold and the staff was not attentive",2023-07-14,1.0,7.7,9205,0,0,horrendous,5,8.6,7.8,8.2,8.3,7.4,9.1,2024-12-02,1,46,507,6.7,23.62,41.71,3.2922342288279,0.0156334142865142,1.075,1,-0.27993536511873807,-0.046215683854942256
458,458,zedwell-trocaderor,",Great location, lovely staff, nice size roomsCould be more hangers shelves or drawers in the room",2022-05-17,8.0,7.4,39497,0,0,Very good,0,8.1,7.2,7.9,7.9,7.5,9.6,2024-12-02,2,16,930,0.6,8.9,72.16,3.29636838959931,0.0279176622076473,4.465,5,0.14683058535062138,-0.23062655197595733
459,459,thistletower,Lovely location great view of Tower BrudgrLifts are slowest ever been in,2024-03-17,8.0,7.7,20956,0,1,Great place stay for a special celebration,4,8.4,7.6,8.1,8.2,7.4,9.5,2024-12-02,7,12,260,0.3,11.47,50.84,3.30167088122316,0.020132174233456,4.591,5,0.1656850712183854,-0.12453463970427056
460,460,royal-national,"Very clean, staff very helpful and friendly, fantastic locationNothing to not like",2024-09-05,9.0,7.5,9767,0,0,"Fantastic stay and great location for tube, Euston station and sight seeing, would highly recommend and would definitely",3,8.3,7.5,8.0,7.9,7.3,8.9,2024-12-02,18,12,88,1.5,11.47,50.84,3.30437830473173,0.022021611645698,4.581,5,0.1866540409554703,-0.14182377586090522
461,461,lancaster-gate,"ease of accessthe bathshower didnt drain, and the bath filled as I was having a shower",2022-09-11,7.0,7.7,14445,0,0,"it was adequate, but for the quality of the facilities I had, I feel it was over priced",3,8.6,7.5,8.0,8.0,7.7,9.0,2024-12-02,18,16,813,0.7,8.9,72.16,3.31319727450506,0.0052183895423431,3.761,4,0.12038725733405704,0.05715170511093933
462,462,studios2let,"Some of the nicest staff weve ever encountered in London Polite, up for a chat and genuinely helpful
Comfy bed A 10minute walk from St Pancras International, in a quiet neighbourhood 
Easy checkin, including hasslefree luggage storage 
Good English breakfast buffet option nearby Premier InnCleanliness wasnt great Dirty cup in the kitchen cupboard perhaps due to the fact that there were no kitchen towels,  quite a thick layer of dust on the mirror and a used tube of lotion in the cramped bathroom  

The kitchenette was rather bare had we wanted to, it would have been quite a challenge to actually do any cooking Not a problem for us personally, as we ate out",2022-12-09,7.0,7.6,11670,1,0,"Wonderful staff, good location, accommodation not quite up to standard",3,8.3,7.5,7.9,7.8,7.6,9.3,2024-12-02,10,114,724,0.6,48.76,-27.32,3.30774282165775,0.0020618369183934,4.266,4,0.14217082815361515,-0.0010152415722098056
463,463,cityinnwestminster,"Customer service was impeccable, incredibly helpful and friendly On arriving, I was upgraded as it was my first time staying at the hotel I really appreciate the little perks this provided me while I was staying in LondonThe bar in the hotel closed before 11pm despite there being quite a few people perhaps a dozen being in there When we went to the lobby they tried to send us back to the bar",2024-02-07,10.0,8.3,7467,0,0,"Very comfortable, quiet location despite its proximity to busier places and a short walk to tube",4,8.8,8.5,8.8,8.8,7.9,8.9,2024-12-02,16,73,299,1.7,33.04,5.84,3.25839249173359,0.0440918834996251,4.398,4,0.3813836047089999,-0.008320295191117882
464,464,crestfieldhotel,Wonderful close proximity to St Pancreas and Kings Cross Stations  Rooms are small and basic but have all you need  Beds very comfortableNothing,2023-11-20,8.0,7.8,6515,0,0,Great location for train travel,2,8.6,7.6,8.4,8.1,7.9,9.4,2024-12-02,5,23,378,0.2,12.68,56.59,3.2975081192283,0.0290780647000161,4.638,5,0.21673358642060683,-0.14212822181328083
465,465,keystone-house,"the hotel has a great location, really happy with staying here to have access to train and underground to get around to sight see The no key system and the numbers were great Easy to do and to check in and out Staff were really nice when we seen them during our stay Room was good size with good selection of tea and coffee, plenty of room and towels which is a plusThe room was extremely noisy  there was some ear plugs in the roombut it was maybe something that should have been made clear We had a room right next to the staff door which people were coming in and out of a lot and also our side had no windows but we were right next to the main road so really noisy Out of London hotels this was one of the cheaper ones so realistically you get what you pay for",2023-10-25,7.0,7.9,5933,0,0,Great location,3,8.5,7.9,8.3,8.1,8.1,9.4,2024-12-02,2,153,404,0.9,62.51,-58.45,3.1576277800572,0.13086386720291,4.335,4,0.13557655205894736,-0.22192145001511637
466,466,radissonblugrafton,"Excellent location, half way between Camden and London City centre, underground station right next to the hotelThe only down side was the sizelayout of the room, very little space between the wall and the end of the bed Very small entrance into the bathroom also",2024-02-16,8.0,7.9,9315,0,0,Very good,4,8.7,8.0,8.4,8.5,7.4,9.1,2024-12-02,2,45,290,0.0999999999999996,21.56,42.72,3.31435308334948,0.0047063886712561,4.252,4,0.016172496503188128,-0.2755071941497544
467,467,milleniumgloucester,"location was where we needed to bethe current state of the building and rooms, in dire needs of maintenance on the rooms",2022-12-10,6.0,7.4,15320,0,0,convenient not pleasure,4,8.0,7.4,7.8,7.9,7.3,9.0,2024-12-02,3,22,723,1.4,12.44,74.53,3.31500120758335,0.0014922880573911,4.201,4,0.09168763021032889,-0.11762285621284026
468,468,express-hammersmith,"We liked the location, the room was comfortable, there was parking which is rare in London, everything we saw was clean and tidy, staff were kind and helpful, extra tea and coffee, milk ect out in reception incase you run out in the room, breakfast was included,Would have liked a small fridge in the room as we take snacks, juice, milk and butter with us, fried breakfast was a bit limited we would have liked Tomtoes and mushrooms to go with the sausage, bacon and Eggs, toilet role holder didnt fit in its slot making the toilet role fall on the floor every time you touch it I think the price was alittle high for a standard room",2022-09-19,7.0,8.0,8003,0,0,Clean and comfortable,3,8.6,8.0,8.3,8.1,7.9,8.6,2024-12-02,3,118,805,1.0,48.89,-22.92,3.31256118122902,0.0036246611424147,4.03,4,0.20654209233828547,-0.10182641931220544
469,469,montcalm-chilworth-townhouse,"the location  staffsmall rooms, not too clean and too expensive",2021-12-08,4.0,7.7,9205,0,0,it was fine,5,8.6,7.8,8.2,8.3,7.4,9.1,2024-12-02,3,10,1090,3.7,12.0,69.79,3.30588358732729,0.0185392707397921,3.428,4,0.21301616989019154,-0.2629769901079627
470,470,milleniumgloucester,"Location was excellent for travelling to downtown london or to Heathrow 
Tube station was a 2 minute quick walk 
Staff was excellent at all times We were greeted so well at the check in desk 
Concierges were helpful 
Management was approachable and addressed any concernsThe sink in our room would not drain well 
We requested a fix and staff did so 
However, we felt it was not cleaned well afterwards 
We called and someone came to clean it 
The tub also leaked onto the floor We had to put down towels by the tub corner to keep the water soaked up 
The tub sides are very high to climb in for a shower 
However they had low bars on the tub to grab if you can bend over to hold",2024-10-30,8.0,7.4,15320,1,0,Excellent Staff and Location,4,8.0,7.4,7.8,7.9,7.3,9.0,2024-12-02,4,130,33,0.6,54.15,-35.1,2.22334018258195,1.08757203235461,3.975,4,0.28936113004185604,-0.26322585021756134
471,471,norfolktowershotel,"Good location, bus stop and metro station very closeBooked a twin room but offered at check in a suite with one bed and extendable couch which was not acceptable to us We had to involve booking in order to get the initially booked room
Twin room altho was called executive was very small, barely could move around it
Bathroom was so small that i had to do acrobatics in order to close the door while inside, shower leaked on the floor
Window was not sealed properly, you could feel the wind blowing even with the curtains closed
For a 2 nights stay it was acceptable to say the most",2023-11-20,7.0,7.7,9382,1,1,"Good for short stays, close to city centre and oublic transport",4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02,11,109,378,0.7,46.17,-13.79,3.16896847234657,0.118364905471022,3.876,4,0.19096903946541266,-0.2822325667899807
472,472,astorcourthotel,"it was clean and the staff were friendly and helpfulthe bed was uncomfortable, the shower pressure was awful and the temperature didnt stay consistent, the bathroom felt like a caravan, outside was like a drug dealer playground and homeless people everywhere using the street as a bathroom and trying to stop you to get them things from the tesco next door",2022-01-23,6.0,7.9,7132,0,0,"clean and tidy, friendly staff, rough location",3,8.8,7.8,8.0,8.0,7.5,8.9,2024-12-02,7,61,1044,1.9,27.02,26.48,3.17653367549895,0.114464861628716,3.413,4,0.07373960774521167,-0.16371561270962226
473,473,crestfieldhotel,"Super central, clean facilities, super easy check in",2022-03-18,8.0,7.8,6515,0,0,"No frills, good value hotel at a super central location",2,8.6,7.6,8.4,8.1,7.9,9.4,2024-12-02,10,8,990,0.2,8.2,46.44,3.31226291111746,0.0089396250910854,4.748,5,0.263888297855586,-0.24205593006938103
474,474,windsorhousehotel,"Perfect location, room very clean, just what we needed for our stayElectric panel was a little bright at night times minor detail",2023-08-20,10.0,8.0,6335,0,0,"Perfect location, close to tube station Plenty of good local barspubs",4,8.2,8.1,8.5,8.6,7.7,9.1,2024-12-02,11,22,470,2.0,12.44,57.61,3.30492663224944,0.0183066347149998,4.378,4,0.0061662374215290285,-0.16791061480730607
475,475,express-hammersmith,"Just 510 minutes walk from several tube stations, also just 1015 mintes walk from Thames path recommend a stroll towards FulhamSome noice from passing trains on Picadilly and district lines, that passes just behind the car park But with the window closed, the noice was redused a lot",2024-10-15,8.0,8.0,8005,0,0,Nice hotel for a stay not to far from central London,3,8.6,8.0,8.3,8.1,7.9,8.6,2024-12-02,11,48,48,0.0,21.7,39.68,3.24307134175221,0.0623024281857759,4.014,4,0.08023910306290136,-0.11014739595162251
476,476,crestfieldhotel,Location great but noisyHairdryer not working,2021-12-12,7.0,7.8,6515,0,0,Good value for money,2,8.6,7.6,8.4,8.1,7.9,9.4,2024-12-02,4,6,1086,0.8,15.73,48.47,3.30759688414902,0.0148811169426567,2.432,3,-0.2336809627566479,0.12380955191231263
477,477,thistletower,"We stayed here because it was close to a venue we wanted to visit and this hotel exceeded my expectations for quality,  the room size, the views, the surroundings and quietness   Would definitely book againThe only bad thing I would say is the lifts tend to get very busy and your waiting a short whilewe ended up using the stairs a couple times",2022-05-29,9.0,7.7,20956,0,0,Brilliant,4,8.4,7.6,8.1,8.2,7.4,9.5,2024-12-02,1,63,918,1.3,28.37,32.91,3.31441695859274,0.0031912336402357,4.233,4,-0.13564481906128814,-0.05382976712241638
478,478,alexandra-hotel,The locationThe breakfast was not good Poor quality food A little fresh fruit would have been good and the opportunity to make fresh toast,2024-06-27,6.0,7.0,6404,0,0,Good for an overnight stay close to Paddington Station,3,7.5,6.9,7.4,7.3,7.5,9.0,2024-12-02,9,24,158,1.0,14.6,55.58,3.26597861938197,0.0468765753419846,2.225,1,0.14139604543697004,-0.14339251164262581
479,479,crestfieldhotel,"Great location very near Kings Cross and St Pancras Stations, beautiful roomNo lift The 4th floor could be a pain",2023-11-29,8.0,7.8,6515,1,1,We needed a room near Kings Cross Station and this was perfect,2,8.6,7.6,8.4,8.1,7.9,9.4,2024-12-02,12,20,369,0.2,10.0,68.1,3.29069174521187,0.036854785295754,4.394,4,0.09429533497554946,-0.16119974674864762
480,480,sidneyhotel,"WifiVery small rooms, breakfast boring",2022-03-18,7.0,7.8,12641,0,0,Acceptable,3,8.7,7.8,8.3,8.3,7.9,9.1,2024-12-02,1,5,990,0.8,2.0,83.32,3.30494244025752,0.0160648615608723,2.474,3,0.4569077690544754,-0.051170777974677895
