Review_Text,Posted_Date,Rating,Average_Rating,Num_of_Ratings,Helpfulness,Reviewer,Review Title,Link,Rating_Distribution,Rating_of_Performance,Rating_of_Story
"I loved it This is amazing Its the first time that I read and listened to a poetry novel and Im in love with it I loved the characters, the plot and how the author interpreted the book I recommend it You will fall in love with it",04-06-18,5,4.8,3668,0,Gustavo Alvarado,Omg Im in shock,https://www.audible.com/pd/The-Poet-X-Audiobook/B077MNNH97,"3123,429,81,21,14","3022,164,21,8,9","2669,421,87,17,12"
"Im going to use parts of this story in my 7th grade classroom My students need to hear of young people that had it rough but kept going The story of Toms childhood hurt my heart as a motherI like how I learned a bit about how the boats were made, I also liked to hear what other things were happening in American and the world the dust bowl, the market crash, and the changes Hitler was making that began the holocaust",09-08-23,5,4.8,42900,0,Debra Pike,What a true underdog story,https://www.audible.com/pd/The-Boys-in-the-Boat-Audiobook/B00D3PBYAE,"37077,4598,905,188,132","33970,3890,702,138,102","34008,3562,826,177,112"
I am obsessed  with Anthony Bourdain and this book did not disappoint Having spent 15 years in the restaurant industry I could so relate and his humor is so spot on,07-19-18,5,4.8,36876,0,Sarah Centrella,Laugh out loud funny,https://www.audible.com/pd/Kitchen-Confidential-Audiobook/B002VA8GSA,"30168,5163,1181,203,161","26805,3001,736,128,75","25132,4213,975,162,95"
I cant lie at first I wasnt sold but the further I got the more I loved this book I loved the characters and their individual journeys and how they were connected I loved hearing the story from different perspectives Great book Defiantly recommend,06-29-23,5,4.3,10611,0,Stephanie,Loved this book,https://www.audible.com/pd/Code-Name-Verity-Audiobook/B0088PHSTA,"6075,2886,1098,345,207","6779,2061,533,141,105","5520,2526,1029,325,190"
"I accompanied the audiobook with the actual book and what a pair The full cast in this audiobook is amazing and so perfect when paired with the book All elements of the narrative were splendidly said and written Recommend this audiobook as company or alone, it is worth it either way",06-01-17,5,4.6,4728,0,Linda Italia,Just Perfect,https://www.audible.com/pd/Illuminae-Audiobook/B0149LZCLC,"3312,970,275,94,77","3649,468,143,43,46","2959,891,326,85,82"
I have read this book many times but never enjoyed it as much as listening to this audio version A wonderful cast who brought to life each character with a great richness BRAVO and THANK YOU,03-01-19,5,4.6,35784,0,ALH,An amazing story told amazingly,https://www.audible.com/pd/Dracula-Audible-Edition-Audiobook/B0078PA1OA,"25547,7314,2206,480,237","26720,4257,1025,240,142","22258,6695,2559,525,257"
"The story not only made me dig into more learning regarding WW2, but made me question my own value of true friendship",08-11-19,5,4.3,10611,0,SECB,What a friendship,https://www.audible.com/pd/Code-Name-Verity-Audiobook/B0088PHSTA,"6075,2886,1098,345,207","6779,2061,533,141,105","5520,2526,1029,325,190"
loved this smiled for the first 2 hours listening to it until my face hurt just got better from therealways loved this story and to have someone as talented as andy serkis read it was a pleasure his voice acting skills are really the highlight of this versionnow on to his readings of the LOTR,09-22-21,5,4.9,24676,0,Kim Bowers,perfect version for young and old,https://www.audible.com/pd/The-Hobbit-Audiobook/1705009050,"23260,1140,193,49,34","21343,559,77,31,28","20575,1103,208,45,25"
"the reviews said it was weird so weird I couldnt make it through the whole thing dont bother, you have better things to do",09-18-18,1,4.0,10345,0,Nancy Jackson,huh I cant figure out why I purchased this title,https://www.audible.com/pd/Lincoln-in-the-Bardo-Audiobook/B01MYV9WSI,"5321,2044,1277,795,908","6836,1198,626,306,468","4625,1895,1231,727,912"
So good I want to buy a physical copy to read again This book ruined me in the best way possible,11-26-24,5,4.6,89067,0,Anonymous User,Literally Amazing,https://www.audible.com/pd/The-Seven-Husbands-of-Evelyn-Hugo-Audiobook/B072359S7K,"66904,15051,4589,1363,1160","63060,11276,2945,819,594","58437,12969,4260,1436,1317"
"It felt like I was there, it was so enjoyable, i hope there will be more seasons soon",12-26-22,5,4.5,3030,0,Ranjdar,Fabulous season,https://www.audible.com/pd/The-Sea-in-the-Sky-Podcast/B08JC5J5HR,"2119,536,200,98,77","2329,355,111,47,52","1903,561,208,110,93"
"Loved hearing Anthonys voice again The book contained all of the stories, humor, and strings of words only Anthony could string together Poetry Happiness RIP, sir You were an entertainer and a great story teller",06-25-24,5,4.8,36876,0,BennyJ,Better than an episode of No Reservations,https://www.audible.com/pd/Kitchen-Confidential-Audiobook/B002VA8GSA,"30168,5163,1181,203,161","26805,3001,736,128,75","25132,4213,975,162,95"
Worst Ive read in years Waste of money Sedaris owed me  2199Self serving boring crap,06-09-18,1,4.6,22164,0,Star Hamilton,Save it ,https://www.audible.com/pd/Calypso-Audiobook/B07BGGTGBQ,"16484,3753,1212,381,334","16685,1875,600,217,192","13990,3545,1195,375,336"
"Absolutely enthralling Funny, relatable, horrific, gripping I couldnt stop listening Thank you for making this an original, Audible",11-29-18,5,4.3,11677,0,Amber S.,WONDERFUL,https://www.audible.com/pd/Girls-Boys-Audiobook/B07DL1VSHB,"7393,2086,926,479,793","8712,1006,470,215,428","6445,2152,926,480,764"
"This story was heart felt, thoughtful, painful and marvelous I cant stop recommending it to people Thank you",02-13-18,5,4.6,10730,0,Rina,Amazing,https://www.audible.com/pd/Not-My-Fathers-Son-A-Memoir-Audiobook/B00MOVZC3S,"7721,2176,633,126,74","8571,995,211,55,27","7015,1970,624,142,60"
There is a twist Dont go looking for it unless it is why you picked this book in the first place Let the story unfold and enjoy Carries voice and accent,09-10-18,5,4.3,11677,0,Mary,A hearty listen,https://www.audible.com/pd/Girls-Boys-Audiobook/B07DL1VSHB,"7393,2086,926,479,793","8712,1006,470,215,428","6445,2152,926,480,764"
Very cute and witty banter   Made me smile many times No actual sexy times involved Especially since most of this book is on the phone  Heartwarming,11-13-20,4,4.7,25775,0,Yada Blahda,makes me smile,https://www.audible.com/pd/Call-Me-Maybe-Audiobook/B08CMB2WMV,"19805,4425,1128,258,159","20590,2499,603,123,84","17776,4333,1238,296,168"
"Very goodEnjoyed the narration,  kept  me  engaged  Educational, humorous,  I really learned  a lot of things that I  didnt know  about South Africa",01-27-19,5,4.9,215239,0,patricia cadle,Great ,https://www.audible.com/pd/Born-a-Crime-Audiobook/B01IW9TQPK,"195059,17004,2395,407,374","185807,7574,951,178,210","174092,16520,2484,374,281"
"Hilarious, hair raising, well paced, informative, poetic, delicioushearing the story from the legend himself was a wonderful experience I would not be surprised if I listened to it all over again, like returning to your favorite restaurant for the food you love",06-14-22,5,4.8,36876,0,Caipiwhatever,Legend,https://www.audible.com/pd/Kitchen-Confidential-Audiobook/B002VA8GSA,"30168,5163,1181,203,161","26805,3001,736,128,75","25132,4213,975,162,95"
This book is very well written and researched absolutely compelling  I could not put it down  A sad and maddening tale,03-25-22,5,4.9,8940,0,Patricia Gunn,Compelling,https://www.audible.com/pd/Empire-of-Pain-Audiobook/0593162390,"7897,854,146,27,16","7043,599,110,19,17","6949,658,97,22,18"
Totally engrossingListened in 2 daysCould not turn it offI highly recommend itKeeps you wanting to listen,04-21-15,5,4.8,101379,0,PMTK,Loved it,https://www.audible.com/pd/The-Nightingale-Audiobook/B00NYBQKFQ,"88056,10560,1913,488,362","79759,9539,1759,409,288","79872,9093,1753,489,325"
such a novel plot a page turner with a twist in the tail wonderful reading,04-28-16,5,4.6,19674,0,S.S.,brilliant,https://www.audible.com/pd/And-Then-There-Were-None-Audiobook/B00ENI4SS0,"14354,3850,1128,217,125","14339,2477,657,120,91","12847,3358,1100,211,115"
"Just a quick note on the narration The author did the reading and while this can sometimes be a problem compared to the work of an experienced voice over actor, Keefe does an excellent job He knows the names and materials and consequently adds emphasis and character when appropriate",12-21-21,5,4.9,8940,0,Amazon Customer,An important story,https://www.audible.com/pd/Empire-of-Pain-Audiobook/0593162390,"7897,854,146,27,16","7043,599,110,19,17","6949,658,97,22,18"
"A poignant book about this guys life from W Baltimore  Starts off a little stumbling, but gets good",02-06-24,5,4.8,31128,0,Ben,"Critical race, not theory",https://www.audible.com/pd/Between-the-World-and-Me-Audiobook/B010N1IC5A,"26434,3372,820,249,253","23558,2865,750,168,143","23229,2831,793,233,212"
This title has always been one of my favorite Agatha Christies mysteries  Dan StevensMatthew in Downton Abbeydid a fantastic narration of this book  Stevens showed a real talent in the way he created each characters voice,11-28-21,5,4.6,19674,0,Movie Gal,Brilliant Ending,https://www.audible.com/pd/And-Then-There-Were-None-Audiobook/B00ENI4SS0,"14354,3850,1128,217,125","14339,2477,657,120,91","12847,3358,1100,211,115"
TaNehisis voice envelopes you into his home and heart where he shares his truths magnificently He educated me deeply and profoundly about what life is like for a black man in America His words transformed me deeply and I feel  honored by his eloquent honesty Thank you,01-10-21,5,4.8,31128,0,Troy,Deeply honored,https://www.audible.com/pd/Between-the-World-and-Me-Audiobook/B010N1IC5A,"26434,3372,820,249,253","23558,2865,750,168,143","23229,2831,793,233,212"
for writing this book  I feel as though the US history books I was taught from included many blank chapters  It is a shame on all of us not to know our past  Otherwise we will continue to be ignorant,03-11-23,5,4.8,4522,0,Ellen,Thank you,https://www.audible.com/pd/The-1619-Project-Audiobook/0593452283,"3982,334,96,42,68","3423,359,85,18,50","3535,232,66,25,60"
"I really love this story and the VA is amazing This is quite the entertaining, and I am reminded of how the movies couldve done so much better",06-23-21,5,4.9,13701,0,Raze Arson,excellent story,https://www.audible.com/pd/The-Hunger-Games-Special-Edition-Audiobook/B07HHH7L77,"12487,983,147,47,37","10551,907,202,51,71","10838,776,101,16,22"
"The narration was beautiful, the story incredible The narrator navigated the accents and genders of the characters seamlessly The story was so wellwritten and left me in tears many times There were lots of surprises good and bad, endless suspense and the relationships between the characters and the story itself was very moving Loved how present day was weaved into the story of the past Sooo glad I listened to this Couldnt give higher recommendations",02-04-17,5,4.8,101379,0,Mary,Phenomenal,https://www.audible.com/pd/The-Nightingale-Audiobook/B00NYBQKFQ,"88056,10560,1913,488,362","79759,9539,1759,409,288","79872,9093,1753,489,325"
"Gaimans classic tale comes across wonderfully on this audio only format  it translated incredibly well You can tell a lot of time and effort was put into keeping the tone and the story as true to the original as pissibleThe cast top to bottom is excellent  and, as always, Gaiman as the narrator has the most wonderful voice to carry you through the first 20 volumes of this story I hope we see more in the future Id love to see all of Sandman get this treatment",07-31-20,5,4.6,52781,1,Thomas Bryant,phenomenal,https://www.audible.com/pd/The-Sandman-Audiobook/B086WP794Z,"41741,6347,2482,1077,1134","41992,2633,727,328,483","35483,5976,2420,1029,1076"
"Captivating tale of Evelyn Hugos rise to fame in Hollywood, but at a cost I enjoyed learning about each husband as they enter and leave her sphere, though they were just a means to an end",02-09-24,5,4.6,89067,0,Arlene Derozier,Hollywood success story,https://www.audible.com/pd/The-Seven-Husbands-of-Evelyn-Hugo-Audiobook/B072359S7K,"66904,15051,4589,1363,1160","63060,11276,2945,819,594","58437,12969,4260,1436,1317"
"Loved the book if only for the mere fact that it  took  great deal of time effort and courage to research study and deliver historical information to this degree You have to love the hard work that went into making it a work of art Yes, it was difficult to get through, but I will read it again Its worth it The history lesson no one felt the need to tell, yet it disparately had to be told The critical race theory that continues to be criticized and placed on the back burner, never to dissappear or vanish despite the many efforts used to dismiss it It is the painful reminder that Black Americans are the least appreciated or acknowledged for building Americas wealth yet have not benefited from one ounce of their hard work Yet still we rise Thank you Nicole Hannah for bringing a team together to delivery the whole truth  Much love and respect",06-27-22,5,4.8,4522,0,Crystal Baldwin,Americas Hidden History,https://www.audible.com/pd/The-1619-Project-Audiobook/0593452283,"3982,334,96,42,68","3423,359,85,18,50","3535,232,66,25,60"
"I love it wish all my heart, Ive listened to it 4 times already and am relistening now in preparation for the movie This book is the perfect blend of funny, relatable, entertaining and heartfelt, I am constantly smiling and ut never gets old",07-29-23,5,4.7,13092,0,Amazon Customer,This is literally my comfort book,https://www.audible.com/pd/Red-White-Royal-Blue-Audiobook/B07HMJSJG5,"10200,1881,667,204,140","9107,1754,533,133,86","9075,1589,591,204,137"
This was a great book Well written and  the narration was easy to follow I didnt want it end Read it,02-12-21,5,4.6,89067,0,Amazon Customer,Great read,https://www.audible.com/pd/The-Seven-Husbands-of-Evelyn-Hugo-Audiobook/B072359S7K,"66904,15051,4589,1363,1160","63060,11276,2945,819,594","58437,12969,4260,1436,1317"
"This is the best book Ive readlistened to in quite some time While I have always had a fondness for Michelle Obama, sometimes memoirs are less than interesting I was not entirely sure i would enjoy this But was I ever wrong This book gripped me from the first sentence and inspired my days as I read through Her narration only made it better Her voice, her strength, and her story telling brought me to tears several times I found this to be an incredibly inspirational book After reading this, I strive to do more to help those who are less fortunate  especially girls from underprivileged areas Thank you, Michelle Obama Your book was truly amazing",07-31-19,5,4.9,181868,0,Elizabeth A Solak,Best book Ive read in some time  pure magic,https://www.audible.com/pd/Becoming-Audiobook/B07B3BCZ9S,"167358,11293,2099,526,592","150764,8445,1619,378,412","146729,11086,1957,499,466"
"This is easily my favorite audiobook performance, and a fantastic book One of my favorites",02-10-22,5,4.9,182379,0,CEM16,"If I could give this 6 stars, I would",https://www.audible.com/pd/Project-Hail-Mary-Audiobook/B08G9PRS1K,"162833,15895,2619,672,360","156733,7989,1298,287,227","145112,16872,2818,763,416"
Loved the book and story but the narrators voice sometimes sounded like Count Dracula when she read from the point of a man like old Alec and Ian Murray Couldnt help but giggle every time,09-09-23,5,4.6,79190,0,Gaby1234455,Loved the story,https://www.audible.com/pd/Outlander-Audiobook/B002V1CJ8W,"60696,10669,4147,1993,1685","56108,7529,2256,679,679","51992,8515,3387,1641,1443"
Outstanding performance Creative With me and was So well written and even better performed Believed she was sitting with me telling me her story,09-29-19,5,4.3,11677,0,W. W.,A great listen,https://www.audible.com/pd/Girls-Boys-Audiobook/B07DL1VSHB,"7393,2086,926,479,793","8712,1006,470,215,428","6445,2152,926,480,764"
"Good and Interesting, this is the history of this huge man, highly recommended, enjoy it",09-14-20,5,4.7,34516,0,Ben,Great book,https://www.audible.com/pd/Steve-Jobs-Audiobook/B005V0QI82,"26723,6006,1256,315,216","22504,5706,1449,316,185","23876,4765,1057,241,158"
Great story I found the middle aged narrator a little distracting because I imagined Monique to sound younger Also I think it would have been a better decision to hire actors of color to narrate this story because its a story about women of color,04-24-22,5,4.6,89067,0,Tad Gallion,Great story But maybe a different narrator,https://www.audible.com/pd/The-Seven-Husbands-of-Evelyn-Hugo-Audiobook/B072359S7K,"66904,15051,4589,1363,1160","63060,11276,2945,819,594","58437,12969,4260,1436,1317"
"This book is fantastic Its one of those books that you want to blather on about with someone else It definitely makes you want so much more from that universe I cant recommend this book more, definitely deserves a read maybe 3",07-29-21,5,4.9,182379,0,Blazkull,Incredible Experience,https://www.audible.com/pd/Project-Hail-Mary-Audiobook/B08G9PRS1K,"162833,15895,2619,672,360","156733,7989,1298,287,227","145112,16872,2818,763,416"
The Narration was some of the best Ive heard  She easily moves between characters voices and her voice even changes slightly when the main character is thinking out loud  Really well done,09-16-19,5,4.8,45875,0,Dorothy M. Gentile,Amazing Narrator,https://www.audible.com/pd/The-Hate-U-Give-Audiobook/B01NAGD7TV,"38215,5922,1240,276,222","36667,3855,831,145,134","34350,5452,1234,255,189"
"Books like this are never done justice when someone famous like Spielberg gets ahold of them Dont get me wrong, I loved the movie But I read the book first so I was disappointed that plot and characters were so fluffy Almost as if Spielberg saw it as a never ending story",09-16-22,5,4.8,42709,0,Donald F Miller,What the movie should have been,https://www.audible.com/pd/Jurassic-Park-Audiobook/B00U7UORMU,"34173,6996,1235,212,93","30610,6309,1249,178,92","30783,6038,1228,237,82"
"We all know the horror movie of the girl with a stalker Its always told from her perspective What if you read from the stalkers point of view Thats what YOU is all about It leads the reader through a series of twists and turns to where you are almost rooting for the narrator until he says or does something completely jarring Joe, the narrator, is somewhat charming in an obsessive and compulsive way and wants the best for Beck The main woman of the story but its definitely clear that his obsession grows beyond his control The book is definitely not for those who are easy upset by crude language but subjectively, the novel is terrific and the performance of the narrator is flawless Everything is original and left me changing the passwords on all my social media Thats a good book",05-30-19,5,4.4,20822,0,Sierra,Totally original yet shiverinducing,https://www.audible.com/pd/You-Audiobook/B00MTTGXSI,"12692,5065,1758,636,671","15508,2380,700,204,273","10962,4692,1947,680,748"
"Not my usual type of book but it was recommended for book club and so I listened to it  A bit slow at first, because there is a lot of detail explained  There are also lots of foreign names to sort out that while listening I get them a bit jumbled  It took me a few weeks to get through the whole book because of all the horrible things that have happened  This book makes me grateful for all the advantages I had growing up  It was hard to listen to all the travesty that happened to woman in that country  Growing up in America it is easy to ignore this, because we dont understand the extent of the ignorance that is happening in poorer nations and to the woman especially  It takes a lot of bravery to stand up to the bullies of this world and the Taliban is one of the worst in world  Narrator was a good choice for this book",06-19-15,4,4.6,11947,0,Teresa,I will no longer take education for granted,https://www.audible.com/pd/I-Am-Malala-Audiobook/B00F9F8K8K,"8701,2350,663,123,110","8120,1874,444,90,65","8014,1813,540,115,76"
Wonderfully crafted novel of world history and the fearful possibility of what could be our future,06-19-17,5,4.5,36116,0,Corina,superb,https://www.audible.com/pd/The-Handmaids-Tale-Special-Edition-Audiobook/B06XFW9YZ5,"24398,7248,2683,1000,787","24729,5316,1623,518,402","21863,6313,2504,957,853"
This book was written really well I enjoyed the character development and orchestra I look forward to listening to more books by Jessica Khoury I would definitely recommend,07-04-20,5,4.7,15885,0,L.Long0112,Enjoyed,https://www.audible.com/pd/The-Mystwick-School-of-Musicraft-Audiobook/B07MT4MTGP,"12241,2785,628,123,108","12353,1605,321,55,61","10595,2743,765,147,92"
Loved it I certainly hope that the movie and actors do the book justice,12-22-22,5,4.8,19897,0,Donna Farmer,"A really good book, cant wait to see the movie",https://www.audible.com/pd/A-Man-Called-Ove-Audiobook/1797108263,"17419,1861,440,98,79","16512,990,156,34,24","15388,1736,355,88,79"
"Really enjoyed Stephen Frys Mythos Its a compilation of Greek mythology that is a great listen Im not an expert on Greek mythology but after reading Circe, I wanted more and this one hit a similar tone Well done",10-26-20,5,4.8,15816,0,Cat Lover,"Great performance, great fun",https://www.audible.com/pd/Mythos-Audiobook/1452184712,"13221,2023,412,103,57","12845,591,94,22,24","11280,1776,342,62,45"
"If youre familiar with this man and his work, this is the book that sent him into his celebrityBourdains stories, providing a deep insight behind the scenes of the restaurant world are lurid, fascinating, and captivating Because hes reading his own book, his performance is perfect and exactly what youd expect it to be, especially if youve been a fan of No ReservationsIts a mustreadhear",06-14-20,5,4.8,36876,0,Santos L. Halper,Anthony Bourdainneed I say more,https://www.audible.com/pd/Kitchen-Confidential-Audiobook/B002VA8GSA,"30168,5163,1181,203,161","26805,3001,736,128,75","25132,4213,975,162,95"
"However, i wish the sex was R rated insead of X Most of the history I wasnt aware  Eye opening  The English can not point fingers oat Amerans for past mistakes  As disgusted a we are regarding our treatment of meca indians and african americansAs an eldery romantic,  wish there was such a thing as between Jamie  Claire",12-24-23,4,4.6,79190,0,Duwanda,Scottlad and Romance at its best,https://www.audible.com/pd/Outlander-Audiobook/B002V1CJ8W,"60696,10669,4147,1993,1685","56108,7529,2256,679,679","51992,8515,3387,1641,1443"
This is a great story about a grumpy old man You are probably asking why you would want to read a story about a grumpy old man but it is very entertaining and really pulls at your heart strings Its enjoyable through and through if you read it with an open mind I wasnt sure about it at first but am so glad I stayed with it,04-29-21,4,4.8,19897,0,Donna Thompson,Giggled the whole way through and also shed some tears,https://www.audible.com/pd/A-Man-Called-Ove-Audiobook/1797108263,"17419,1861,440,98,79","16512,990,156,34,24","15388,1736,355,88,79"
what an original idea the actors were amazing and drew me into heartstopping finale,10-18-20,5,4.5,32619,0,Marie R.,gripping and entertaining,https://www.audible.com/pd/Evil-Eye-Audiobook/B07QP1X8B7,"21973,7120,2395,652,479","24192,3973,1106,296,275","19324,6598,2562,726,499"
"When they say it sucks you in, they are not kidding Great story, great performance, just all around incredible Definitely something to listen to with quality headphones It gives you a surround sound immersive experience that really brings the whole story to life and will leave you craving more",03-17-22,5,4.6,32079,0,Kat,Amazing More please,https://www.audible.com/pd/Impact-Winter-Audiobook/B09PSLLWFG,"24113,5365,1681,516,404","24665,2983,762,233,230","21032,5108,1746,475,413"
I was so invested in this story All the feelings and emotions I hope the movie will be as good as the bookGreat job narrator,07-11-23,5,4.7,13092,0,Anonymous User,Great book,https://www.audible.com/pd/Red-White-Royal-Blue-Audiobook/B07HMJSJG5,"10200,1881,667,204,140","9107,1754,533,133,86","9075,1589,591,204,137"
"I read this book in hard copy and truly enjoyed the audiobook Gorgeous storytelling, the sound effects were perfect I loved the book, but hearing it like this truly brought it to life",03-16-18,5,4.6,4728,0,Caitlyn,Simply amazing,https://www.audible.com/pd/Illuminae-Audiobook/B0149LZCLC,"3312,970,275,94,77","3649,468,143,43,46","2959,891,326,85,82"
"Star, the young witness to an unjustified fatal shooting of her friend by a police officer, tells her story with so much detail that I can understand the nuances and points of view of this national crisis much better  The book challenged my thinking, expanded my horizons, and also kept me riveted",08-01-18,5,4.8,45875,0,PFJ,A personal perspective,https://www.audible.com/pd/The-Hate-U-Give-Audiobook/B01NAGD7TV,"38215,5922,1240,276,222","36667,3855,831,145,134","34350,5452,1234,255,189"
"Hilarious, moving, improbable fable like tale of the challenge of parenting kids who spontaneously combust",01-04-20,5,4.5,11707,0,patrick morris,"Funny, moving modern fable of kids who catch fire",https://www.audible.com/pd/Nothing-to-See-Here-Audiobook/0062957864,"7701,2856,867,191,92","8537,1347,341,76,42","6491,2625,850,226,116"
"Loved it, felt like a movie in my ears Hope to listen to the next 2",12-20-22,5,4.8,1266,0,david jetton,"Loved it, never tried a audiodrama and it was great",https://www.audible.com/pd/Alien-Out-of-the-Shadows-Podcast/B08GC2361R,"1072,152,35,4,3","1091,102,10,4,1","949,185,54,7,7"
"Code Name Verity offers another view of WWII  It tells a story of United Kingdom heroines that fly transport planes and participate in intelligence operations in Western Europe  Though the only known women combat pilots in WWII were soldiers for the USSR, Elizabeth Wein notes that women from the United Kingdom enlisted as transport pilots during the warWar levels class and gender differences  Wein suggests that an aristocrat would never have become close friends with a middle class English woman in the 1930s,  Wein creates two women that show themselves equal to any mans courage, intelligence, and ability  War creates heroes and heroines  But, Wein shows war also creates victims eg combatants killed on both sides of war, families devastated by loss of children and parents, siblings that lose brothers or sisters, and friends that lose friends",01-08-15,4,4.3,10611,0,chetyarbrough.blog,ANOTHER VIEW OF WWII,https://www.audible.com/pd/Code-Name-Verity-Audiobook/B0088PHSTA,"6075,2886,1098,345,207","6779,2061,533,141,105","5520,2526,1029,325,190"
It was such a beautiful love story TCake  Janies adventures made me look forward life with the,11-15-18,5,4.7,11650,0,EmJay Carson,A beautiful love story,https://www.audible.com/pd/Their-Eyes-Were-Watching-God-Audiobook/B002UZN75I,"8885,1956,563,123,123","8799,859,235,61,64","7492,1741,552,119,89"
"Honestly, nothing can top this audiobook The story, the author, the narrator, and the full symphony orchestra that accompanied truly brought to this book to life Real magicClose your eyes when listening You wont want to miss a thing",10-21-21,5,4.7,15885,0,Kayla M.,Real Magic,https://www.audible.com/pd/The-Mystwick-School-of-Musicraft-Audiobook/B07MT4MTGP,"12241,2785,628,123,108","12353,1605,321,55,61","10595,2743,765,147,92"
I loved this book its intense so be careful when you devote yourself to it it jumps around a ton in timeframe,06-15-17,5,4.7,62022,0,docsub,excellent read and okay audio book,https://www.audible.com/pd/It-Audiobook/B019WPM4ZM,"49505,9168,2208,618,523","49372,5100,1166,306,317","43523,8780,2552,668,556"
"I listened to Dreamland, which was great, and watched Dopesick, which was phenomenal This book measures up quite well I already knew the Sacklers were greedy, deluded, capitalism at its worst monsters, and this book confirmed it, emphatically Our justice system doesnt look all that good either, as the Sacklers skated time and again despite tremendous evidence Theyre guilty as hell, and should face criminal charges, but our country, both parties, still bows to the Almighty dollar Sad Great work by the author",01-20-22,5,4.9,8940,0,jwj,Exceptional,https://www.audible.com/pd/Empire-of-Pain-Audiobook/0593162390,"7897,854,146,27,16","7043,599,110,19,17","6949,658,97,22,18"
Laughed so much during this book I loved the story the narrative was great now I wanna find out what happens next,11-03-20,5,4.7,25775,1,Natalie DePiero,loved,https://www.audible.com/pd/Call-Me-Maybe-Audiobook/B08CMB2WMV,"19805,4425,1128,258,159","20590,2499,603,123,84","17776,4333,1238,296,168"
"It was so refreshing to have a young woman protagonist who was confident in who she is Underneath the pain and hurt and betrayal, this was an amazing  beautiful story of a smart young woman who was proud of and sure of who she was I thoroughly enjoyed the attention to detail in honoring her heritage and language The narrator did a wonderful job",11-03-23,5,4.7,6865,0,Madison K.,Amazing,https://www.audible.com/pd/Firekeepers-Daughter-Audiobook/1250779510,"5424,1068,266,71,36","5137,747,178,45,27","4824,936,262,55,35"
This story was something I never knew I needed Wow I was so touched and inspired by all the things she went through and how through it all she never gave up,12-05-22,5,4.9,40545,0,Emari Alexander,Inspiring,https://www.audible.com/pd/Finding-Me-Audiobook/B09F4X96MC,"38678,1544,224,54,45","36158,822,83,28,34","34980,1634,227,59,38"
This story is about a boy who becomes a very useful member of the medical profession and after six years of being a resident in neurology surgery and has his world turns from being a doctor to becoming a patientI could not put down the noel I highly recommend you read it,05-25-23,5,4.7,29279,0,Dr Ralph Levy,An amazing engrossing story,https://www.audible.com/pd/When-Breath-Becomes-Air-Audiobook/B0191YTGI2,"22960,4664,1286,243,126","20158,4210,1034,212,90","20700,3534,1070,218,116"
"Michelle shares eloquently and honestly about herself, where she comes from, and what she stands for She also writes beautifully about what its like to be The First Lady, and the first family including the workings of the White House Most importantly she leaves the reader with hope and the truth that big changes comes slowly I am inspired by this book and God knows we all need inspiration right now Thank you Michelle",01-22-19,5,4.9,181868,0,E. Oesterreich,Inspiring and enlightening,https://www.audible.com/pd/Becoming-Audiobook/B07B3BCZ9S,"167358,11293,2099,526,592","150764,8445,1619,378,412","146729,11086,1957,499,466"
"Worth what it costs   zero not enough words  Lousy, crappy, dirty mouthed, trashy and all around a waste of time and effort",09-16-18,1,4.3,11677,0,Janet C. Walker,Way too gutter mouth for me,https://www.audible.com/pd/Girls-Boys-Audiobook/B07DL1VSHB,"7393,2086,926,479,793","8712,1006,470,215,428","6445,2152,926,480,764"
"LOVED this book I was looking forward to it, but was even more impressed than I thought Id be Not only an interesting perspective of life in the White House, but also wonderful insights into her life growing up in Chicago, entering college, starting a career, etc Beautiful stories about her family A real and honest perspective on an American life  Edited to say that the audio book is well worth it It was a pleasure to hear the stories from her own voice However, in fairness, I also bought the hardcopy so I can go back and reread passages from time to time",12-13-18,5,4.9,181868,0,H. Robertson,Best book of the year,https://www.audible.com/pd/Becoming-Audiobook/B07B3BCZ9S,"167358,11293,2099,526,592","150764,8445,1619,378,412","146729,11086,1957,499,466"
"Blasted through this in a day Stephen Fry was fantastic A performance highly recommendprobably one of my favorite books in my teen years, and easily one of my favorite series",07-05-19,5,4.6,55145,0,D.Wilder,"Beginning of one of the best, funniest stories",https://www.audible.com/pd/The-Hitchhikers-Guide-to-the-Galaxy-Audiobook/B002VA9SWS,"40868,9576,3215,929,557","40758,5054,1135,232,192","34621,7996,3097,994,594"
Lovely absolutely lovely Sissy Spaceks voice just adds authenticity to the tale  This book has been on a long list of great pieces of literature I wanted to read  It did not disappoint,12-12-16,5,4.8,47362,0,Amazon Customer,To Kill a Mockingbird,https://www.audible.com/pd/To-Kill-a-Mockingbird-Audiobook/B00K1HQVOQ,"40479,5073,1181,293,336","36838,3860,925,211,220","36017,4183,1156,272,278"
Absolutely loved this book It was a joy to read  Funny and light reading that left me wanting more,10-02-23,5,4.7,25775,0,Amazon Customer,Brightened my day,https://www.audible.com/pd/Call-Me-Maybe-Audiobook/B08CMB2WMV,"19805,4425,1128,258,159","20590,2499,603,123,84","17776,4333,1238,296,168"
