Rating,Review_Text,sentiment_score_continuous,sentiment_score_discrete,deviation,abs_deviation
5,Staff were helpful and efficient Comfortable room and good foodNoisy Roadworks outside,4.55,5,0.4500000000000002,0.4500000000000002
5,Everything  it always isNothing,4.551,5,0.44899999999999984,0.44899999999999984
4,",Great location, lovely staff, nice size roomsCould be more hangers shelves or drawers in the room",4.448,4,-0.4480000000000004,0.4480000000000004
4,"Good location, staff was helpful Very clean roomThe Bed was very had",4.447,4,-0.44700000000000006,0.44700000000000006
4,It was a comfortable room and reasonably priced The staff were helpful and kind The breakfast food was plentiful and decent The locale was what I wantedI would have loved some bacon or sausage on the weekend,4.444,4,-0.44399999999999995,0.44399999999999995
5,locationroom just a little small but very modern and clean,4.557,5,0.4429999999999996,0.4429999999999996
5,"Great location, clean room and helpfull staff If you are staying for more then a few days it may be a little small But overall great stay",4.557,5,0.4429999999999996,0.4429999999999996
4,Having a cooker microwave etc to do your own cooking meals is fantasticThe Bathroom was a tad on the small side,4.442,4,-0.44200000000000017,0.44200000000000017
3,"I love the location  I loved the hotel last time we were there and have recommended it to a lot of people My daughter and I were there for n 2017 and it was brilliant The value for money is goodThe lift was broken and the concierge was alone so couldnt help us to the room My sister is 83 and had to lug her heavy suitcase herself There should be some sort of assistance available even if we pay a fee for it  Also the safe wasnt working Someone did try and fix it and it was fixed for a while and then stopped working again so we had to have all our money, jewellery and passports  on us wherever we went which is not ideal A lot of the staff dont speak English which is a problem",3.438,4,-0.43800000000000017,0.43800000000000017
5,staff were amazing and so friendlyrestaurant not open during day or bar,4.563,5,0.4370000000000003,0.4370000000000003
1,"The business is not like a place to live,  must shut down,  its like a jail, its not safe, not clean,  unexpecteble business like this in the UK  Shame on youYou must close this business immediately",1.437,1,-0.43700000000000006,0.43700000000000006
4,The location was great for me 5 walk to the tube station fromto the airport and 7 min walking to the conference I attended,4.436,5,-0.43599999999999994,0.43599999999999994
5,"Exceptionally clean with impeccable service and staff attentiveness The location is central to easy access around the area It was a comfortable, safe and quiet stay with lovely staff One of the best check in experience Ive had at a hotelThe furnishing needs some extensive updating While comfortable and clean, the rooms and bathroom were worn out from well use My bedroom lacked the bed spreads and some linen pieces shown in photos but other rooms had them",4.566,5,0.43400000000000016,0.43400000000000016
5,The location The staff were very helpfulNothing,4.568,5,0.4320000000000004,0.4320000000000004
5,"The food was excellent Lots of varied foods with different drinks The hotel has made good use of a smaller space where residents eat I dropped x1 point as sometimes the breakfast area is fully house by the residents However, the staff are helpful and orchestrates the seating and allowed me to have have a drink outsideStated in previous question Very crowed at breakfast time but staff are friendly and orchestrates the seating very well",4.569,5,0.43100000000000005,0.43100000000000005
4,"The locationRooms quite hot even with AC on 
I little claustrophobic bc of the room having no windows",3.572,4,0.42799999999999994,0.42799999999999994
5,"Perfect location, room very clean, just what we needed for our stayElectric panel was a little bright at night times minor detail",4.572,5,0.42799999999999994,0.42799999999999994
4,"Came for the Queens funeral, so we spent only a couple of hours in the room, bed was very comfortable, facilities had all we needed Check in and out was easy and quickNothing",4.427,4,-0.4269999999999996,0.4269999999999996
5,"Stayed with Z JHotels so knew what they were like, never been dissapointed Chees and wine a good bonus to members",4.573,5,0.4269999999999996,0.4269999999999996
3,"Location was great for where we needed to beTiny cramped room, tiny cramped bathroom, outdated and shabby The door didnt close on bathroom properly No soundproofing so had to endure conversation from loud man next door, word for word Expensive for what it is, even by London standards",2.574,3,0.42600000000000016,0.42600000000000016
5,"in the city center 
good service",4.574,5,0.42600000000000016,0.42600000000000016
5,"Location, cleanliness, staff, breakfast, everythingNothing",4.576,5,0.4240000000000004,0.4240000000000004
4,Location excellant didnt have breakfast,4.424,5,-0.4240000000000004,0.4240000000000004
5,The hotel is close to a couple key Underground stations Bayswater on the circle line and Queensway on the central line  Also Paddington station is close And the neighborhood seemed safe and is very quiet at night The breakfast is outstanding The room we had 402 was spacious with a nice king bed with good AC The bathroom is a bit awkward but fine,4.579,5,0.42100000000000026,0.42100000000000026
4,Good value for money Spacious room for London standardsnothing,4.421,4,-0.42100000000000026,0.42100000000000026
4,We had afternoon tea onnthe terrace and the service was not goodQuicker and more attentive service on the terrace,3.58,4,0.41999999999999993,0.41999999999999993
5,"very stylish hotel, friendly staff great location clean comfortable roomsnot much I didnt like",4.581,5,0.4189999999999996,0.4189999999999996
5,Clean comfortable room Great locationNothing,4.581,5,0.4189999999999996,0.4189999999999996
4,Very good breakfast Small room but comfy,4.418,4,-0.41800000000000015,0.41800000000000015
5,the layout of the room was lovely and loved the closet and sliding doors,4.584,5,0.41600000000000037,0.41600000000000037
5,Very clean accommodation and perfect location to the Passdington Train Station Breakfast had plenty of choices and well presentedIt would be helpful when finding the accommodation to have a larger sign as the entrance is not off the footpath but behind a high tree garden,4.586,5,0.4139999999999997,0.4139999999999997
4,Staff were very engaging and helpful Would benefit from a desk and chair in room to work from Otherwise very goodNeedd a desk and chair in room to work from,4.413,4,-0.41300000000000026,0.41300000000000026
5,As always a warm welcome Room available on arrival which was greatly appreciated Lovely stay with tasty breakfast Able to leave my bag and collect later which was also appreciated Busy but always someone available to help if needed,4.587,5,0.41300000000000026,0.41300000000000026
5,beautiful interiorna,4.589,5,0.4109999999999996,0.4109999999999996
4,I appreciated the friendliness of the staff,4.411,4,-0.4109999999999996,0.4109999999999996
4,It went very smooth The lady at the reception was very niceThe room was a bit cold Couldnt figure out how to turn on the heater,4.41,4,-0.41000000000000014,0.41000000000000014
5,"Well located property, close to tube station and easy walking distance to many local sites  Reception and restaurant staff were consistent welcoming and friendly  Room was compact but comfortable and well appointed for a small spaceRoom was small as indicated but well appointed",4.59,5,0.41000000000000014,0.41000000000000014
5,Amazing view from the room and nice little touch giving us a bottle of wine for Husbands birthday Location of hotel is brilliant and has lots aroundCould do with a little updating,4.591,5,0.4089999999999998,0.4089999999999998
4,"Very kind and polite staff, tasteful breakfasts,  cleanliness Very good location for trips around the city as well as for walk in the parkVery thin doors, halls used to be noisy in the evening  Bed was softer than usual, sometime felt like sinking",4.409,4,-0.4089999999999998,0.4089999999999998
5,"Location, view of the Thames from the window and great coffee on St Katherines Docknothing",4.591,5,0.4089999999999998,0.4089999999999998
4,"It was perfect location, friendly staff and very comfortableThe only thing was the Wifi wasnt great",4.408,4,-0.40800000000000036,0.40800000000000036
4,Lovely hotelDidnt sleep at all on the Sunday night due to banging all night which we realised in the morning it was the flag  and pole outside our window reported this at checkout in the morning who didnt seem bothered was more interested that we hadnt reported it in the middle of the night and we could of slept in another room I did explain to her we wouldnt of moved early hours of the morning with a child in tow,3.592,4,0.4079999999999999,0.4079999999999999
4,Lovely hotelDidnt sleep at all on the Sunday night due to banging all night which we realised in the morning it was the flag  and pole outside our window reported this at checkout in the morning who didnt seem bothered was more interested that we hadnt reported it in the middle of the night and we could of slept in another room I did explain to her we wouldnt of moved early hours of the morning with a child in tow,3.592,4,0.4079999999999999,0.4079999999999999
4,Lovely hotelDidnt sleep at all on the Sunday night due to banging all night which we realised in the morning it was the flag  and pole outside our window reported this at checkout in the morning who didnt seem bothered was more interested that we hadnt reported it in the middle of the night and we could of slept in another room I did explain to her we wouldnt of moved early hours of the morning with a child in tow,3.592,4,0.4079999999999999,0.4079999999999999
5,Very convenient location Friendly staff allowed us to get the room earlier since we arrived early and room was available Room was pleasantly well designed despite its a little small We will return when we are back to London again Thank you,4.593,5,0.40700000000000003,0.40700000000000003
4,"Good value for money, for Central London",4.404,4,-0.4039999999999999,0.4039999999999999
4,"the hotel is right next to the underground which is very convenient We got upgraded to a junior suite too so it was very comfortable as we had 5 nights thereas the furniture was shifted to accommodate the rollaway bed, there was food crumbs on the carpet that was probably left behind by previous occupants and wasnt cleaned 
the shower head and handheld shower tap was also faulty and its not easy to push to keep the water coming from only one source",3.596,4,0.4039999999999999,0.4039999999999999
4,"Check in , friendly stewards at the desk Chamber was ok, clean, enough room for 3 people We had everthing we neadBreakfast too many people, a little room for the buffet
The noise of the metro
We had to pay for our luggage, for a few hours that we wanted to stay longer in London in order of the Eurostar And i had to pay this in cash Didnt expect that because we spended already a lot of money
Waiting for the elevator One was out of order",3.599,4,0.4009999999999998,0.4009999999999998
4,"Location, cleanliness and staff friendlinessI know this was central London, but the room was just  too cramped for us sadly",3.599,4,0.4009999999999998,0.4009999999999998
5,All goodAll good,4.599,5,0.4009999999999998,0.4009999999999998
5,"Good location, friendly helpful staff Big bedroom",4.603,5,0.39700000000000024,0.39700000000000024
4,"Clean, comfy, good shower, convenient for conference at Royal College of Physicians  Steak and Lobster restaurant very pleasant with good serviceRoom furniture felt a bit dated and sealant in bathroom made it feel a bit tatty",4.397,4,-0.39700000000000024,0.39700000000000024
5,We have been several times and its comfortable,4.604,5,0.3959999999999999,0.3959999999999999
5,"it was a beautiful hotel, the staff were extremely welcoming and helpful we absolutely loved our staythe booking system for the spa facilities werent clear on the website we wanted to book an appointment for the day we arrived but couldnt as they were fully booked not an issue at all, as we booked an appointment for the next morning, just would have been useful to know the staff within the spa facility were not the most polite or helpful, that is the only critique",4.605,5,0.3949999999999996,0.3949999999999996
4,"Nice clean room nice big windows comfortable bed good friendly staff, lovely shower Minutes from underground bus coach and train station which is brilliant,  Minutes from so many restaurants and pubs, felt like a nice safe area to walkToo many stairs but I could have requested easy access due to my wifes condition, lack of storage, even hangers on main door or wall",4.395,4,-0.3949999999999996,0.3949999999999996
4,Location very good for our trip Good to have breakfast includedNot much,4.394,4,-0.39400000000000013,0.39400000000000013
4,A great location a short walk from Paddington Station and Hyde ParkVery small room,4.394,4,-0.39400000000000013,0.39400000000000013
4,"Staff were so welcoming, spacious and comfortable roomBreakfast although varied was a little lacking in flavour",4.394,4,-0.39400000000000013,0.39400000000000013
4,I liked afternoon drinks in the restaurant,4.393,4,-0.3929999999999998,0.3929999999999998
5,Great location just up the road to the underground Plenty of places to find something to eat and drink  Great breakfast to start the dayNothing to dislike,4.607,5,0.3929999999999998,0.3929999999999998
4,I liked afternoon drinks in the restaurant,4.393,4,-0.3929999999999998,0.3929999999999998
4,I liked afternoon drinks in the restaurant,4.393,4,-0.3929999999999998,0.3929999999999998
5,"Room was lovely and spacious, bed is amazingthe lighting could be better in the room  make up purposes",4.609,5,0.391,0.391
5,"great location, walk to Hyde park and nearby some restaurantsnothing, it was just what I wanted",4.611,5,0.38900000000000023,0.38900000000000023
4,excellent locationbreakfast not included,4.389,4,-0.38900000000000023,0.38900000000000023
5,Room location was very okay And breakfast was on point too It was a great experience and excellent location Staffs are very friendly tooNA,4.612,5,0.3879999999999999,0.3879999999999999
4,"Very clean, decent sized room, excellent location ,Nothing, would have liked to spend more time to take advantage of the facilities",4.387,4,-0.38699999999999957,0.38699999999999957
4,"Convenient location, lot of shops and restaurants around, very nice staff, everything went smooth and easyBreakfast is the same every day, no vegetable available, rooms are too small for the family of four  just beds in the room then, no table, chairs but ok if you come to the room only to sleep",4.387,4,-0.38699999999999957,0.38699999999999957
4,"good location, comfy beds, modern, clean roomsnothing really, the staff at check in werent overly friendly but they were fine",4.385,4,-0.3849999999999998,0.3849999999999998
5,very nice location and roomsnothing,4.616,5,0.38400000000000034,0.38400000000000034
3,Room size No phone,3.382,4,-0.3820000000000001,0.3820000000000001
3,"The staff was niceIt looks like a old dorm, the first room we got was terrible and nothing like the pictures The hallways are dirty and smell kind of bad Could not open the door to our room fully Not possible to adjust the aircondition",2.618,3,0.3820000000000001,0.3820000000000001
4,"the hotel was very unusual, interesting design the room was very clean and big enough the location was about 15 minutes by foot from the soho and other central activities also the metro was pretty close to the hotelmostly everything was really good although I believe the price for the room regarding the fact that it wasnt exactly the centre of London was a bit to high",4.382,4,-0.3819999999999997,0.3819999999999997
5,location was perfect,4.619,5,0.3810000000000002,0.3810000000000002
5,"We stayed here because it was close to a venue we wanted to visit and this hotel exceeded my expectations for quality,  the room size, the views, the surroundings and quietness   Would definitely book againThe only bad thing I would say is the lifts tend to get very busy and your waiting a short whilewe ended up using the stairs a couple times",4.62,5,0.3799999999999999,0.3799999999999999
3,"Breakfast exceeded expectations for continentalRoom tiny, like a cell Bathroom even smaller, more room on a cruise ship",3.38,4,-0.3799999999999999,0.3799999999999999
5,Great location for the tube and South Bank attractions Efficient check in and check out Friendly staff Good sized room Comfy bed Free coffee pods Stores and Pret next door Great value for moneyA selection of pillows would have been niceer ,4.621,5,0.37899999999999956,0.37899999999999956
5,"I loved the amazing big TV in front of the bed, the elegant,modern design, the room perfectly soundproof and the staff was lovely and very kindSmall details, but I think It would be perfect with a small wardrobe in the room",4.621,5,0.37899999999999956,0.37899999999999956
4,"Breakfast was basic although no complaint as it was free Hotel was clean in all areas During check in we had to give a cash deposit payment, was told this was to cover us against damages,in my opinion we should have been made aware of this during booking and not at check in All in all I would recommend",4.379,4,-0.37899999999999956,0.37899999999999956
5,"Location is great and also real quiet at night considering you are in central London
Room is very comfortable and has a good shower
Cocktails at the bar also nice",4.622,5,0.3780000000000001,0.3780000000000001
5,"Good breakfast, clean towels every day",4.623,5,0.3769999999999998,0.3769999999999998
5,"Funky decor, nice pool area  friendly staff, thanks",4.624,5,0.37600000000000033,0.37600000000000033
3,The location itself looks nice from the exterior and main lobbyOur room reeked of sewerage and it smelt horrible,2.625,3,0.375,0.375
5,Great central location,4.625,5,0.375,0.375
4,"Good location close to Hammersmith Station and a breakfast, albeit of lower quality Its just your average London hotel and doesnt stand out in any either wayThe heaters didnt work and we had to use a mobile heater which was either on super warm or off",3.628,4,0.3719999999999999,0.3719999999999999
5,great room and locationnothing,4.629,5,0.37100000000000044,0.37100000000000044
3,locationroom very small and noisey,3.37,4,-0.3700000000000001,0.3700000000000001
5,"Very clean , plenty of tea and coffee, comfy bed ,local buses for easy commute to centreAll of it",4.631,5,0.3689999999999998,0.3689999999999998
4,"Comfy, friendly staffA lift is needed for upstairs room and to add bfast even if grab to go",4.368,4,-0.3680000000000003,0.3680000000000003
5,"We love this hotel for its simplicity and location It is comfortable, friendly and has a good breakfast We have returned now three times and will return againCant fault it",4.633,5,0.367,0.367
4,"Nice location, 6 min to Victoria Station, clean and comfortable  AC worked very wellShower is a little tight with no shelf for shampoo or soap",4.366,4,-0.36599999999999966,0.36599999999999966
3,it was comfortable and clean but wish there was a iron in every room instead of the stationwe were in the basement floor the people above us were very annoying,3.364,4,-0.3639999999999999,0.3639999999999999
5,"Bed was super comfortable, staff are great, I enjoyed my stayVery little room to walk around, hardly any space for a suitcase",4.637,5,0.36300000000000043,0.36300000000000043
2,the location was excellent right by lots of restaurants and relatively close to the city centerit was completely filthy trash everywhere and the bathrooms were not well kept,2.363,2,-0.363,0.363
5,Everything about the place I have stayed before and will stay again end of JuneNothing,4.638,5,0.3620000000000001,0.3620000000000001
4,Bed was super comfortable and the bathroom was lovelyLighting was confusing,4.361,4,-0.36099999999999977,0.36099999999999977
4,"Great Location Clean and comfyEverything was great but keep that in mind that this is a tour group hotel Very clean, very comfy, great bed, great wifi but always crowded Checkin takes forever because of large tourist groups and it can be very noisy sometimes at nights because of those large groups I dont mind that so id definitely go stay there again",4.36,4,-0.3600000000000003,0.3600000000000003
5,comfortable  clean and good value for money,4.642,5,0.35799999999999965,0.35799999999999965
4,"Good sized room
Quiet  at the back in an annex 
Good hot water and powerful shower
Kept clean  serviced every day 
Pleasant reception 
Location a few steps from UndergroundRoom was nice but a bit featureless 
Nothing much",4.358,4,-0.35799999999999965,0.35799999999999965
5,"The location is fab and really close to the theatre district, our theatre and restaurant were just a 5 minute walk  The hotel is lovely and our room was great, we loved the added touch of the free drinks in the room and the fact that you could change the pillows if they were too hardsoft with their own little menu  Breakfast was good, lots of choice and everything was piping hot  I do think however the biggest attraction for this hotel is the helpfulness, friendliness and courtesy from all of the staff, without exception, they could not do enough to ensure we had a great experience and we didnothing to be honest",4.642,5,0.35799999999999965,0.35799999999999965
4,Bed very comfortable staff friendly and helpful Breakfast excellentWindow frame in room needed a good clean Kept curtains closed to hide it,4.358,4,-0.35799999999999965,0.35799999999999965
4,"Location is amazing , and room size was decent And neighbourhood is safe , metro station is just across the roadTo be objective, I will compare this hotel to rest of London hotels I ever stayed,  because there is no doubt that over all standards for hotels in London is well below standards of hotels in rest of Europe  at least  so in principle,  this hotel was good  However the beds could be more comfortable,  and washrooms could have more toiletries",4.355,4,-0.3550000000000004,0.3550000000000004
4,"Location is amazing , and room size was decent And neighbourhood is safe , metro station is just across the roadTo be objective, I will compare this hotel to rest of London hotels I ever stayed,  because there is no doubt that over all standards for hotels in London is well below standards of hotels in rest of Europe  at least  so in principle,  this hotel was good  However the beds could be more comfortable,  and washrooms could have more toiletries",4.355,4,-0.3550000000000004,0.3550000000000004
5,"close to metro station, clean, price",4.645,5,0.3550000000000004,0.3550000000000004
4,"Excellent location 
Clean room
Excellent facilities 
Good breakfast choiceMix up with rooms Given our room number when we got there it was unmade
Given another room",4.354,4,-0.3540000000000001,0.3540000000000001
4,"Clean,warm staff was more than a obliging could do enoughI think it could do with a bit of updating ,Ive been to better hotels for a little less but the staff made it ",4.353,4,-0.35299999999999976,0.35299999999999976
4,"Clean  modern, nice helpful staff, easy check in  out, close to tourist attractions, despite being right in the middle off london  in the middle off the hotel never heard a soundBit of a maze finding the room",4.353,4,-0.35299999999999976,0.35299999999999976
4,"Hotel location great,  room had everything expectedDidnt like the basement location of the room",4.352,4,-0.3520000000000003,0.3520000000000003
5,"The staff were very friendly and  helpful Room was  well appointed with a comfortable bed and  the room came with a continental breakfast The rain shower is very nice after a long day

Many restaurantspubs nearby and a short walk to Plimco Station 5 min and Victoria 10min The theater Hamilton  and Wiked are playing nearby

Great find at a reasonable priceNA",4.648,5,0.3520000000000003,0.3520000000000003
5,"Clean room with fridge, fabulous position, friendly staff, delicious breakfastSlightly expensive",4.649,5,0.351,0.351
4,"The hotel location is perfectly in the City Centre
The interior is really appealing The staff is friendly and helpful, the Indian Restaurant which seems to belong to the hotel is absolutely deliciousOur room was located above the restaurant and we heard continuously Indian Restaurant music from 07302300
Housekeeping changed our bedding and put on a linen with blood spots on",4.35,5,-0.34999999999999964,0.34999999999999964
4,"The location is excellent The room, while small, was comfySomeone knocked on my door at 830am to clean the room, waking me up",3.651,4,0.3490000000000002,0.3490000000000002
4,"the hotel has a great location, really happy with staying here to have access to train and underground to get around to sight see The no key system and the numbers were great Easy to do and to check in and out Staff were really nice when we seen them during our stay Room was good size with good selection of tea and coffee, plenty of room and towels which is a plusThe room was extremely noisy  there was some ear plugs in the roombut it was maybe something that should have been made clear We had a room right next to the staff door which people were coming in and out of a lot and also our side had no windows but we were right next to the main road so really noisy Out of London hotels this was one of the cheaper ones so realistically you get what you pay for",4.349,4,-0.3490000000000002,0.3490000000000002
4,"Excellent location and very helpful staff
Only thing I wish for would be to have a slightly bigger room but for our stay was ok because we spent most of our time outside, coming back only to sleep Will choose Z Hotel Trafalgar again for our future visits to LondonWish the roomd were slightly bigger",4.347,4,-0.3470000000000004,0.3470000000000004
3,"The staff is very nice and the breakfast was good The hotel is very well located, with many restaurants aroundThe bed was horrible, too small and too soft, the room was very small we had to close the luggage everyday because there was no space The wifi is terrible",3.346,4,-0.3460000000000001,0.3460000000000001
5,Brilliant location on the South Bank  opposite County Hall so great for events there I was upgraded to a room with an incredible view over Waterloo Station and to the Shard beyond Rooms are soundproof so no sound from the trains The staff I encountered were all very friendly  from my welcome at check in to smiles from any other staff member I sawWould be good to offer glass bottles of water rather than the small plastic bottles,4.655,5,0.34499999999999975,0.34499999999999975
5,"The room was spacious, cosy and exactly what I expectedThe was no bar fridge",4.656,5,0.3440000000000003,0.3440000000000003
4,"Very good locationRoom is very small especially bathroom
Coffee at breakfast very poor",3.656,4,0.34399999999999986,0.34399999999999986
4,"Staff very pleasant, special mention for Amy who was our Waitress at Dinner on the Friday night, she was first class   Rooms
clean and tidyDinner Menu poor and expensive for what you get  Beware 125 mandatory service charge  We refused to pay",3.659,4,0.3410000000000002,0.3410000000000002
5,"central location, helpful staff, comfortable room, great view, fantastic breakfastwould liked it to have been cheaper, but you do get what you pay for",4.661,5,0.3390000000000004,0.3390000000000004
4,"Some of the nicest staff weve ever encountered in London Polite, up for a chat and genuinely helpful
Comfy bed A 10minute walk from St Pancras International, in a quiet neighbourhood 
Easy checkin, including hasslefree luggage storage 
Good English breakfast buffet option nearby Premier InnCleanliness wasnt great Dirty cup in the kitchen cupboard perhaps due to the fact that there were no kitchen towels,  quite a thick layer of dust on the mirror and a used tube of lotion in the cramped bathroom  

The kitchenette was rather bare had we wanted to, it would have been quite a challenge to actually do any cooking Not a problem for us personally, as we ate out",4.339,4,-0.3390000000000004,0.3390000000000004
5,Property is lovely and modern Great location and nice bar Staff were very good and helpfulBathrooms are a little bit small,4.663,5,0.33699999999999974,0.33699999999999974
5,Very accommodating and polite  Knowledgeable of the area and super helpfulHard to locate from taxi  The sign for the hotel wasnt very visible,4.667,5,0.3330000000000002,0.3330000000000002
5,"it was such good value for money for a hotel in central London, best hotel Ive stayed in when visiting London",4.668,5,0.33199999999999985,0.33199999999999985
5,Hotel was clean and centrally located to the places we wished to visit,4.669,5,0.3310000000000004,0.3310000000000004
4,"Loved the spotless check in, all you need is to tap the digits all the way to your room without the usual hassle of queuing at reception 
Upon check out I left the luggage for couple of hours and that was great
I knew in advance the room is small and there are no lifts, considering the price you pay for this is OK
The AC worked fineMy room was on 1st floor, and it was noisy at night, I highly recommend the management to do something about it",4.329,4,-0.32899999999999974,0.32899999999999974
4,"Nice staff, great locationNo iron in the room  separate ironlaundry room in the basement",4.328,4,-0.3280000000000003,0.3280000000000003
5,"extra clean, breakfast a lot of fruit and croissant, eggs, juices,, very nice guys, quiete rooms , closed to tube",4.673,5,0.32699999999999996,0.32699999999999996
4,"Great location, perfect for an overnight stay  literally a short walk from St Pancras International
Basic but clean Felt safe  secure Staff friendly Bed comfy  shower decentNo window in the room but for one night it was fine  Some other reviews said it was noisy  traffictrain noise but I didnt really notice it  Im a light sleeper",4.326,4,-0.3259999999999996,0.3259999999999996
4,Location and easy access to and from city airportLiquid soap in bathroom instead of a bar,4.325,4,-0.3250000000000002,0.3250000000000002
4,Great location and amazing staffSlightly tired decor but everything is still in working order,4.325,4,-0.3250000000000002,0.3250000000000002
4,Great location and amazing staffSlightly tired decor but everything is still in working order,4.325,4,-0.3250000000000002,0.3250000000000002
5,"Great breakfast, very solid bar as well Rooms were very clean They are tiny, but I knew that when I booked it The shower was absolutely awesomeNothing really, yeah the rooms are tiny, but I knew that going in and thats why you get a nice price for the location",4.676,5,0.32399999999999984,0.32399999999999984
5,"Great location, splendid decor in foyerLack of lounge facilities Breakfast room a little basic but actual breakfast excellent",4.676,5,0.32399999999999984,0.32399999999999984
4,Excellent location helpful and friendly staff car park directly below the lobby  25 for 24 hours discounted rate for staying at the hotel Overlooking the ThamesTower BridgeCould have done with more teacoffeemilk in the room  same with most hotels,4.323,4,-0.3230000000000004,0.3230000000000004
4,"Hotel is beautiful Room was comfortableOne lift was out of order, lots of waiting around
Meeting room we booked was locked so had to go back downstairs to have it opened Also room wasnt already set up Lunch was undercooked",3.679,4,0.3210000000000002,0.3210000000000002
5,"Nice location, very clean rooms",4.679,5,0.32099999999999973,0.32099999999999973
4,Location and viewBreakfast buffet food could be warmer,4.32,4,-0.3200000000000003,0.3200000000000003
5,"New updates throughout, extra care to our stayNothing",4.681,5,0.31899999999999995,0.31899999999999995
5,Friendly staff Excellent serviceNothing,4.682,5,0.3179999999999996,0.3179999999999996
4,"Close to Victoria station and walking distance to major highlights in Lo dob including theater district safe to walk around even late at night rooms are very tight with the beds, barely have place for suitcases initially was on the 4th floor  no elevator so be prepared to hike up with suitcases only had a small windowpane felt to claustrophobic so we requested a change of rooms which was no issue staff is very friendly did not eat breakfast at the place as there were great coffee shops around as well as grocery storessmall rooms no room barely to put suitcases or walk around the bed",3.683,4,0.31700000000000017,0.31700000000000017
4,location is so centraldifficult to find the room,3.684,4,0.31599999999999984,0.31599999999999984
1,"Absolutely nothing , the deluxe room hardly economy qualityThe room was awful, i do not know why they call it deluxe, this adjective is misleading The room was very dark,  in the basement , absolutely no daylight, no view , the window was very dirty, so was the curtain , the room was tiny, very little space,  i really doubt it is 15m2,  my weight is 51kg, if I had 7580 kilos with my hight , it had been not possible for me to move around , dirty towel Absolutely overpriced",1.314,1,-0.31400000000000006,0.31400000000000006
4,"The hotel is very well located and the personnel was very friendlyBed was too hard 
Breakfast options was not the best",4.314,4,-0.31400000000000006,0.31400000000000006
4,"perfect location right beside a tube station we could travel anywhere around the city and to the airportthe noise at night, it could have just been a group in the room beside us being loud but lost sleep over it",4.313,4,-0.3129999999999997,0.3129999999999997
5,"Everything The room was on the top floor with lovely views, the location was superb, walking distance to three tube stations and Hyde Park We did not have breakfast The staff is very friendly and helpfulOnly that the breakfast could have been included in the price really",4.688,5,0.3120000000000003,0.3120000000000003
4,Just a nice hotel and staffCouldnt turns the lights off in the room,4.31,4,-0.3099999999999996,0.3099999999999996
4,Just a nice hotel and staffCouldnt turns the lights off in the room,4.31,4,-0.3099999999999996,0.3099999999999996
4,"Very clean and well maintainedstaff on front desk friendly and helpfulWhen I returned to my room mid afternoon after being out all day, it had still  not been serviced",4.309,4,-0.30900000000000016,0.30900000000000016
3,Slow and disorganised check in Not enough staff to run reception and the bar For location and quality this wasnt good value for money,2.692,3,0.30799999999999983,0.30799999999999983
5,Clean and happy staffNothing,4.692,5,0.30799999999999983,0.30799999999999983
4,"Location and price were excellent 
Rooms were basic but clean 
Check in was seamless and easyWas good for a short stay but the rooms werent suitable for a longer stay",4.308,4,-0.30799999999999983,0.30799999999999983
4,"Breakfast very good, the location very nice and calm area Although the room was small, it was very cleanThe bed was a little bit narrow for two persons",4.307,4,-0.3070000000000004,0.3070000000000004
5,iconic location with a superb view very friendly staff who helped an early drop off with bags,4.695,5,0.3049999999999997,0.3049999999999997
5,Awesome location great hotelPillows bit we asked for a memory foam and they brought us one straight up,4.696,5,0.30400000000000027,0.30400000000000027
4,was very clean and great locationwas very warm had the windows open all stay which then ment we heard a lot of noise,4.304,4,-0.30400000000000027,0.30400000000000027
5,Beautiful view of Tower Bridge from our room  Directly across from Tower of London and nearby transportation hubs,4.697,5,0.30299999999999994,0.30299999999999994
4,"The staff were very helpful and friendly  We liked the fact that our room was on the quiet side of the hotel  so that there was very little traffic noise  Breakfast was great  Very convenient for where the focus of our activities were Euston RoadLack of places to put clothes other than hanging them up  We had to ask for tea and coffee to be replenished  It would have been nice to have one more chair in the room though that might have been difficult, given the size of the room  Towels were automatically changed every day  not very environmentally friendly  We would have liked an option to say whether we wanted them changed or not",4.302,4,-0.3019999999999996,0.3019999999999996
4,"Clean, comfortable, fairly quiet and a good locationSome noise at night but probably to be expected given the location",4.3,4,-0.2999999999999998,0.2999999999999998
5,Great location and staff,4.7,5,0.2999999999999998,0.2999999999999998
4,"convenient location, disabled access room was ideal, and very well placedBreakfast was okay, but a bit limited in the range of food available",4.3,4,-0.2999999999999998,0.2999999999999998
4,"Great location , spotlessly clean , polite and helpful gentleman when checking in 
Towels were changed daily  Tea etc topped up  There was a bathBreakfast was fine for the price that we paid  Some fresh fruit would be nice  
A bath mat would be helpful in the bath  Bit slippery without",4.298,4,-0.29800000000000004,0.29800000000000004
5,"The price we paid for the location was ideal Such a good location for exploring LondonA little dated, but everything was clean and it had all I needed",4.702,5,0.29800000000000004,0.29800000000000004
5,"Relaxed atmosphere with just that right level of 5 star swank  The personal contact from staff I loved, their smilesand the rooms, lovely,  and the Italian restaurant  on the Mezzanine  floor 5 star chef, food simply divineLeaving",4.703,5,0.2969999999999997,0.2969999999999997
5,"Nice room decor had a great view of the city, great location, nice breakfast also",4.704,5,0.29600000000000026,0.29600000000000026
